Compound.Name,assigned_cluster_1,anthro_influenced_1,influence_type_1,notes_1,assigned_cluster_2,anthro_influenced_2,influence_type_2,notes_2,ES_Comp_Name,Tracer_key,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,cumsum_ISrawnorm,vol_frac_1,vol_frac_2,Overlap_Class
1206_0924_blob_932,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"9,10-Secocholesta-5,7,10(19)-triene-3,24,25-triol, (3§,5Z,7E)-",685,limonox_S_blob_687,368,7.44E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_227,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3,4-Dihydroxyphenylglycol, 4TMS derivative",862,limonox_L_blob_543,367,5.59E-05,NA,0.525616926,IOP2_BB
1128_1901_blob_956,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Benzoic acid, tridecyl ester",680,apin_ox_S_blob_751,367,7.07E-07,NA,0.525616926,IOP2_BB
1206_0924_blob_215,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(3-hydroxy-4,5-dimethoxyphenyl)-6,8-dimethoxy-",658,limonox_S_blob_687,366,6.29E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_709,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"a-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",625,limonox_S_blob_687,366,4.76E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_1150,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Cyclohexene-1-carboxylic acid, 2-(7-hydroxy-3-methyl-1,3-octadienyl)-1,3-dimethyl-4-oxo-, methyl ester, [R-[R*,S*-(E,E)]]-",605,limonox_S_blob_701,366,3.43E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_1311,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Milbemycin b, 5-O-demethyl-28-deoxy-6,28-epoxy-25-(1-methylethyl)-13-(methylthio)-, (6R,13R,25R)-",544,limonox_S_blob_687,365,5.57E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_935,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Urs-12-en-28-oic acid, 3-hydroxy-, methyl ester, (3§)-",683,limonox_S_blob_687,365,2.47E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_448,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Umbelliferone, TMS derivative",769,bcp_ox_L_blob_527,364,0.000249555,NA,0.525616926,IOP2_BB
1206_0924_blob_645,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2,5-Dimethylindole, TMS derivative",644,bcp_ox_L_blob_704,363,4.74E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_676,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Urs-12-en-28-oic acid, 3-hydroxy-, methyl ester, (3§)-",669,limonox_S_blob_687,362,2.49E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_563,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2H-1,4-Benzodiazepin-2-one, 7-chloro-1,3-dihydro-1-methyl-5-[4-[(trimethylsilyl)oxy]phenyl]-",630,limonox_L_blob_543,362,2.02E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_673,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"trans-4-Ethoxy-2',3',4'-trimethoxychalcone",635,myrc_ox_L_blob_569,357,8.17E-06,NA,0.525616926,IOP2_BB
1206_0924_blob_911,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Phorbol 12,13,20-triacetate",611,limonox_S_blob_701,356,1.35E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_372,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Ethisterone, trimethylsilyl ether, O-methyloxime",619,limonox_L_blob_543,353,0.000103039,NA,0.525616926,IOP2_BB
1206_0924_blob_598,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-1,3-dimethyl-2,4,6-trioxo-5-pyrimidinyl)-1-methylbutyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",652,limonox_L_blob_543,353,2.30E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_50,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,2-{3-tert-Butyl-5-methyl-2-[(trimethylsilyl)oxy]phenyl}-5-chloro-2H-benzotriazole,582,limonox_L_blob_543,350,0.001578642,NA,0.525616926,IOP2_BB
1221_0832_blob_745,4,FALSE,NA,some HC influence but not clear,4,TRUE,BB,very strong BB corr- the strongest factor,C30,NA,"Sulfurous acid, butyl heptadecyl ester",782,apin_ox_S_blob_751,350,0.000964325,0.033971825,0.525616926,IOP2_BB
1206_0924_blob_547,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-1,3-dimethyl-2,4,6-trioxo-5-pyrimidinyl)-1-methylbutyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",659,limonox_S_blob_701,350,1.43E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_56,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,4-nitrocatechol,NA,"8-Azabicyclo[4.3.0]non-3-ene-7,9-dione, 8-phenyl-3-(trimethylsilyl)-",703,myrc_ox_L_blob_628,349,0.001069738,NA,0.525616926,IOP2_BB
1206_0924_blob_1224,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,Di(pentamethylphenyl)ketone,632,limonox_S_blob_687,348,4.67E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_565,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Spiro[isoquinoline-1,2'-indene],1,2,3,4,2',3'-tetrahydro-6'-hydroxy-6,7,3',7'-tetramethoxy-2-methyl-1'-oxo-",663,limonox_L_blob_543,348,3.05E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_558,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,2-Chlorobis(3-trimethylsilylpropyl)silylnorbornadiene,561,limonox_S_blob_687,345,1.66E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_613,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"17-(1,5-Dimethylhexyl)-10,13-dimethyl-3-styrylhexadecahydrocyclopenta[a]phenanthren-2-one",584,limonox_S_blob_701,345,1.20E-05,NA,0.525616926,IOP2_BB
1221_0832_blob_778,4,FALSE,NA,some HC influence but not clear,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Tridecane, 6-cyclohexyl-",750,apin_ox_S_blob_751,344,2.45E-05,0.033971825,0.525616926,IOP2_BB
1206_0924_blob_229,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5-hydroxy-7-methoxyflavanone, tert.-butyldimethylsilyl ether",754,limonox_S_blob_706,343,3.95E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_823,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2H-1,4-Benzodiazepin-2-one, 7-chloro-1,3-dihydro-1-methyl-5-[4-[(trimethylsilyl)oxy]phenyl]-",606,limonox_S_blob_687,343,8.12E-06,NA,0.525616926,IOP2_BB
1206_0924_blob_386,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,2-[(Trimethylsilyl)oxy]-2-{4-[(trimethylsilyl)oxy]phenyl}ethanamine,686,limonox_S_blob_905,342,0.000113874,NA,0.525616926,IOP2_BB
1206_0924_blob_1143,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4,13,20-Tri-O-methylphorbol 12-acetate",615,limonox_L_blob_543,342,3.01E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_1442,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"§-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",604,limonox_S_blob_701,342,1.88E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_424,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,7-(Trimethylsilyl)amino-4-methylcoumarin,614,limonox_S_blob_687,341,0.000352883,NA,0.525616926,IOP2_BB
1206_0924_blob_451,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5,6-Epoxyretinoic acid, (All E)-, TMS derivative",668,limonox_S_blob_687,341,3.26E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_520,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"({3,4,5-Tris[(trimethylsilyl)oxy]phenyl}methylidene)propanedinitrile",635,limonox_S_blob_687,341,8.33E-06,NA,0.525616926,IOP2_BB
1206_0924_blob_916,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4,13,20-Tri-O-methylphorbol 12-acetate",635,limonox_S_blob_701,340,2.81E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_471,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Perhydro-3-(alpha-methoxy-4,5-methylenedioxy-2-nitrobenzylidene)-2-oxofuran",628,limonox_S_blob_687,339,0.000270691,NA,0.525616926,IOP2_BB
1221_0832_blob_781,4,FALSE,NA,some HC influence but not clear,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,tert-Hexadecanethiol,754,apin_ox_S_blob_751,339,2.34E-05,0.033971825,0.525616926,IOP2_BB
1206_0924_blob_394,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3-Vanil-1,2-bis(trimethylsilyloxy)propane",553,limonox_S_blob_701,337,3.19E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_747,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Podocarpa-5,8,11,13-tetraen-7-one, 13-hydroxy-14-isopropyl-",623,limonox_S_blob_701,336,1.86E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_680,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,6-(Trimethylsilyl)oxy-6-methylcoumarin,801,limonox_S_blob_847,335,9.78E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_702,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5-Carbethoxysuccinylacetone, O,O,O-tris(trimethylsilyl)- .",600,limonox_S_blob_687,335,1.43E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_254,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"10-Porphinone, 2,3,7,8,9,10,17,18,21,23-decahydro-3,3,8,8,9,12,13,18,18-nonamethyl-",589,limonox_L_blob_543,333,0.000248602,NA,0.525616926,IOP2_BB
1206_0924_blob_621,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Benzeneacetic acid, 2,4,5-tris[(trimethylsilyl)oxy]-, trimethylsilyl ester",579,limonox_S_blob_701,333,2.29E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_456,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Acetic acid, [4-methoxy-3-(trimethylsiloxy)phenyl]-, methyl ester",617,limonox_S_blob_687,330,6.33E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_959,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"1-Cyclopenten-3-one, 1-(3-methoxy-1-(E)-octenyl)-2-trimethylsilyl-",563,limonox_S_blob_687,330,8.22E-06,NA,0.525616926,IOP2_BB
1206_0924_blob_1105,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Milbemycin b, 5-O-demethyl-28-deoxy-6,28-epoxy-25-(1-methylethyl)-13-(methylthio)-, (6R,13R,25R)-",586,limonox_S_blob_701,329,3.95E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_1025,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"§-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",616,limonox_S_blob_701,329,1.54E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_633,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,Epistephamiersine,676,bcp_ox_L_blob_758,327,0.0001832,NA,0.525616926,IOP2_BB
1206_0924_blob_634,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Butorphanol, TMS derivative",656,myrc_ox_L_blob_569,326,9.48E-06,NA,0.525616926,IOP2_BB
1206_0924_blob_1020,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Milbemycin b, 5-O-demethyl-28-deoxy-6,28-epoxy-25-(1-methylethyl)-13-(methylthio)-, (6R,13R,25R)-",589,limonox_S_blob_687,325,3.16E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_240,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5-hydroxy-7-methoxyflavanone, tert.-butyldimethylsilyl ether",742,limonox_S_blob_757,324,4.94E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_700,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2§,4a-Epoxymethylphenanthrene-7-methanol, 1,1-dimethyl-2-methoxy-8-(1,3-dithiin-2-ylidene)methyl-1,2,3,4,4a,4b,5,6,7,8,8a,9-dodecahydro-, acetate",571,limonox_S_blob_701,322,1.23E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_119,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"7-Chloro-2,3-dimorpholinophenazine",626,limonox_L_blob_543,321,0.000436187,NA,0.525616926,IOP2_BB
1206_0924_blob_237,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Hydroxymandelic acid, ethyl ester, di-TMS",680,limonox_S_blob_701,321,0.000132554,NA,0.525616926,IOP2_BB
1206_0924_blob_410,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Methyl-2(p-methoxy)mandelate, bis(trimethylsilyl)-",694,limonox_S_blob_633,320,4.64E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_371,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"({3,4,5-Tris[(trimethylsilyl)oxy]phenyl}methylidene)propanedinitrile",695,limonox_S_blob_687,320,1.80E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_494,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Cephalotaxine, 11-(acetyloxy)-, acetate (ester), (11a)-",614,limonox_L_blob_543,318,3.54E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_660,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4-Ethylthio-3,20-dioxo-4-pregnen-17alpha-yl acetate",581,limonox_S_blob_701,318,9.43E-06,NA,0.525616926,IOP2_BB
1206_0924_blob_329,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4,4'-Biphenyldiol, 2TMS derivative",785,limonox_S_blob_687,317,4.64E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_830,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3-Desoxo-3,16-dihydroxy-12-desoxyphorbol 3,13,16,20-tetraacetate",572,limonox_S_blob_701,317,2.86E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_669,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"1-Cyclohexene-1-acrylic acid, 2,6,6-trimethyl-3-oxo-, methyl ester",642,limonox_S_blob_633,316,0.000108515,NA,0.525616926,IOP2_BB
1206_0924_blob_203,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3,4-Dihydroxyphenylglycol, 4TMS derivative",835,limonox_L_blob_543,314,3.69E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_588,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Isobarbituric acid, 3TMS derivative",647,limonox_S_blob_687,313,3.60E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_111,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5-hydroxy-7-methoxyflavanone, tert.-butyldimethylsilyl ether",736,limonox_S_blob_687,310,0.000110991,NA,0.525616926,IOP2_BB
1206_0924_blob_171,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Phosphonoacetic Acid, 3TMS derivative",573,limonox_S_blob_791,309,0.000126135,NA,0.525616926,IOP2_BB
1206_0924_blob_529,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,7-Dehydrodiosgenin,602,limonox_S_blob_701,308,3.23E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_838,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Methoxymandelic acid, ethyl ester, TMS",575,limonox_S_blob_687,308,2.12E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_870,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Cyclohexene-1-carboxylic acid, 1,3-dimethyl-2-(3-methyl-7-oxo-1,3-octadienyl)-4-oxo-, methyl ester, (+)-",634,limonox_S_blob_701,307,4.03E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_357,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5-(2,5-Dimethoxy-phenyl)-1-methyl-5,11-dihydro-1H-indeno[2',1':5,6]pyrido[2,3-d]pyrimidine-2,4,6-trione",610,limonox_L_blob_543,305,0.000135832,NA,0.525616926,IOP2_BB
1206_0924_blob_1747,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,9-Phenyl-10-trifluoromethylanthracene,509,limonox_L_blob_543,301,2.63E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_249,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,(3-Hydroxy-4-methoxyphenyl)ethylene glycol tris(trimethylsilyl) ether,728,limonox_S_blob_701,300,7.40E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_790,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,Rhodoxanthin,627,apin_ox_S_blob_592,297,1.99E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_418,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Pyrazine, 2,3,5-tris-(trimethylsilyloxy)-",708,limonox_S_blob_633,296,1.87E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_369,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Cobalt, trimethylsilylcyclopentadienyl-(N,N,N'-trimethyl)-o-phenylenediamine-N'-o-",557,apin_ox_S_blob_751,295,2.35E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_483,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Naphtho[2,3-c]furan-1(3H)-one, 4-(3,4-dimethoxyphenyl)-3a,4,9,9a-tetrahydro-6,7-dimethoxy-, [3aR-(3aa,4a,9aa)]-",604,limonox_L_blob_543,294,0.000165728,NA,0.525616926,IOP2_BB
1206_0924_blob_347,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"N-Trifluoroacetyl-3-methoxytyramine, 2TMS derivative",680,limonox_S_blob_687,294,4.76E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_841,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Amino-7,10-dimethyldibenzo[b,f][1,4]oxazepin-11(10H)-one, TMS derivative",566,limonox_S_blob_687,293,1.26E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_374,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"(S)-(-)-1,1'-Bi-2-naphthol, trimethylsilyl ether",713,limonox_S_blob_687,291,3.45E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_250,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3,4-Methylenedioxymandelic acid, 2TMS derivative",726,limonox_S_blob_687,286,0.000334582,NA,0.525616926,IOP2_BB
1206_0924_blob_915,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Methyl-3,5-dinitrobenzyl alcohol, TBDMS derivative",565,limonox_S_blob_687,286,3.42E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_287,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,a-Lumicolchicine,631,limonox_L_blob_543,285,8.03E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_622,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Isoxazolo[2,3-b][1,2]benzoxazine-2-carboxylic acid, decahydro-4-phenyl-8a-[(trimethylsilyl)oxy]-, methyl ester",605,limonox_L_blob_543,285,6.34E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_465,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Methyl-3,5-dinitrobenzyl alcohol, TBDMS derivative",643,limonox_S_blob_687,285,2.63E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_143,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5-Androsten-3§-ol-7,17-dione, tri-trimethylsilyl",709,limonox_S_blob_701,284,0.000157323,NA,0.525616926,IOP2_BB
1206_0924_blob_1477,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4H-Cyclopropa[5',6']benz[1',2':7,8]azuleno[5,6-b]oxiren-4-one, 8,8a-bis(acetyloxy)-2a-[(acetyloxy)methyl]-1,1a,1b,1c,2a,3,3a,6a,6b,7,8,8a-dodecahydro-6b-hydroxy-3a-methoxy-1,1,5,7-tetramethyl-, [1aR-(1aa,1b§,1ca,2aa,3aa,6aa,6ba,7a,8§,8aa)]-",600,limonox_L_blob_543,283,2.36E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_283,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3,4-Methylenedioxymandelic acid, 2TMS derivative",762,limonox_S_blob_687,281,0.000127959,NA,0.525616926,IOP2_BB
1206_0924_blob_137,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",800,bcp_ox_L_blob_813,279,6.28E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_455,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"N-Trifluoroacetyl-3-methoxytyramine, TMS derivative",576,bcp_ox_L_blob_6,268,4.05E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_167,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Dibenz[b,d]cycloheptane, 1,2,3,9-tetramethoxy-7-dimethylamino-",636,limonox_S_blob_701,263,0.000138452,NA,0.525616926,IOP2_BB
1206_0924_blob_89,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",671,apin_ox_S_blob_592,262,0.000302876,NA,0.525616926,IOP2_BB
1206_0924_blob_341,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Sethoxydim, trimethylsilyl ether",602,apin_ox_S_blob_592,257,0.000300748,NA,0.525616926,IOP2_BB
1206_0924_blob_162,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3,4-Dimethoxymandelic acid, di-TMS",745,apin_ox_S_blob_592,251,0.000224927,NA,0.525616926,IOP2_BB
1206_0924_blob_67,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4-Methoxymandelic acid, ethyl ester, TMS",756,apin_ox_S_blob_592,248,0.000296132,NA,0.525616926,IOP2_BB
1206_0924_blob_282,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Cyano-N,N-diethyl-3-{3-nitro-4,5-bis[(trimethylsilyl)oxy]phenyl}prop-2-enamide",584,apin_ox_S_blob_751,238,9.17E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_396,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,Epistephamiersine,678,bcp_ox_L_blob_758,226,0.00029133,NA,0.525616926,IOP2_BB
1206_0924_blob_476,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Nordazepam, TMS derivative",606,apin_ox_S_blob_595,207,2.38E-05,NA,0.525616926,IOP2_BB
1128_1901_blob_854,4,FALSE,NA,some HC influence but not clear,4,TRUE,BB,very strong BB corr- the strongest factor,C23,NA,"Eicosane, 7-hexyl-",814,bcp_ox_L_blob_1289,61,7.39E-05,0.033971825,0.525616926,IOP2_BB
1202_0046_blob_951,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",4,TRUE,BB,very strong BB corr- the strongest factor,C27,NA,"Sulfurous acid, butyl tetradecyl ester",832,limonox_S_blob_789,0,0.000489347,0.046678541,0.525616926,IOP2_BB
1128_1901_blob_678,4,FALSE,NA,some HC influence but not clear,4,TRUE,BB,very strong BB corr- the strongest factor,C26,NA,"Eicosane, 7-hexyl-",858,limonox_S_blob_969,0,0.000450051,0.033971825,0.525616926,IOP2_BB
1206_0924_blob_238,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4-(2,2-Dimethyl-6-methylenecyclohexylidene)-3-methylbutan-2-one",725,bcp_ox_L_blob_702,0,0.000373194,NA,0.525616926,IOP2_BB
1221_0832_blob_656,4,FALSE,NA,some HC influence but not clear,4,TRUE,BB,very strong BB corr- the strongest factor,C25,NA,"Tridecane, 1-iodo-",855,myrc_ox_L_blob_655,0,0.000231669,0.033971825,0.525616926,IOP2_BB
