"","Compound.Name","cluster_vol.z1","cluster_vol.z2","cluster_vol.z3","cluster_vol.z4","cluster_vol.z5","cluster_vol.z6","bbvol","anthrovol","cluster","max_corr","Assigned_Option_1","Assigned_Option_2","Assigned_option_3","Assigned_option_4","Notes","BlobID","Library Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber"
"262","1221_0832_blob_1064",0.268883392,0.546160236,0.626511351,-0.028826445,0.142123587,0.267806008,0.279907341,0.39606259,NA,"cluster_vol.z3","3","3","3","3",NA,1064,"amz_lib_1221_0832","C7 acid",466,521,1962.416107,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",663,687,NA,"C18H34OSi",294,"limonox_S_blob_685",642,669,1963
"263","1129_1334_blob_1300",0.314567646,0.541180391,0.60865178,-0.250752958,-0.19105289,0.036199471,0.434292841,0.473083339,NA,"cluster_vol.z3","3","3","3","3",NA,1300,"amz_lib_1129_1334","C7 acid",373,431,1602.424242,NA,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",666,815,NA,"C13H34O3Si3",322,"myrc_ox_L_blob_622",578,601,1592
"264","1202_1412_blob_1585",0.111025055,0.538057441,0.687213347,-0.273528879,-0.119449549,0.03932271,0.307986126,0.439442401,NA,"cluster_vol.z3","3","3","3","3",NA,1585,"amz_lib_1202_1412","C7 acid",508,592,1591.256831,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",628,646,NA,"C15H30O4Si",302,"myrc_ox_L_blob_560",622,666,1598
"265","1128_1901_blob_911",0.396297718,0.53409021,0.643337804,-0.098929262,0.088067917,0.282165423,0.346530101,0.291863498,NA,"cluster_vol.z3","3","3","3","3",NA,911,"amz_lib_1128_1901","C7 acid",476,533,1509.782609,NA,"Cyclohexanemethanol, 1,6-dimethyl-2-[(2-trimethylsilyl)ethoxymethoxy]-, [1R-(1a,2a,6ﬂ)-",642,653,NA,"C15H32O3Si",288,"limonox_S_blob_707",618,626,1515
"266","1129_1334_blob_910",0.202984286,0.531683894,0.579510691,-0.345308874,-0.074641399,-0.113517949,0.419569145,0.569109714,NA,"cluster_vol.z3","3","3","3","3",NA,910,"amz_lib_1129_1334","C7 acid",479,572,1741.818182,NA,"2-Propenoic acid, 3-[5-(2-hydroxypropyl)-2,2-dimethyl-1,3-dioxolan-4-yl]-, TBDMS derivative",623,630,NA,"C17H32O5Si",344,"apin_ox_S_blob_633",596,616,1734
"267","1221_0832_blob_746",0.318507765,0.527772475,0.645774961,0.111050437,0.017412266,0.288429788,0.480119414,0.242163668,6,"cluster_vol.z3","6","6","3","3",NA,746,"amz_lib_1221_0832","farnesol",597,622,1826.845638,1832,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",625,647,NA,"C18H34OSi",294,"limonox_S_blob_871",676,701,1824
"268","1202_1412_blob_1066",0.292768099,0.527483681,0.549557224,-0.257744096,-0.122044439,0.090973045,0.311716526,0.296639466,NA,"cluster_vol.z3","3","3","3","3",NA,1066,"amz_lib_1202_1412","farnesol",466,542,1836.241611,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,678,NA,"C13H26BNO6Si",331,"limonox_S_blob_705",618,689,1829
"269","1202_0046_blob_999",0.281744011,0.526015887,0.597294005,-0.229807166,-0.098759614,-0.075195895,0.398852824,0.445975834,NA,"cluster_vol.z3","3","3","3","3",NA,999,"amz_lib_1202_0046","C7 acid",442,566,1809.459459,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",736,769,NA,"C13H26BNO6Si",331,"limonox_S_blob_671",634,683,1817
"270","1202_0046_blob_1829",0.335410164,0.518266011,0.529929814,-0.225991904,-0.186655178,-0.046133261,0.505139429,0.3331796,NA,"cluster_vol.z3","3","3","3","3",NA,1829,"amz_lib_1202_0046","linoleic Acid, TMS",402,586,2225.806452,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",688,744,NA,"C13H26BNO6Si",331,"limonox_S_blob_701",418,544,NA
"271","1129_1334_blob_1629",0.242341948,0.516232735,0.675248984,-0.460224769,-0.266810365,-0.054572516,0.501255605,0.304703925,NA,"cluster_vol.z3","3","3","3","3",NA,1629,"amz_lib_1129_1334","C7 acid",409,544,2151.111111,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",696,748,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",436,608,NA
"272","1202_1412_blob_1274",0.386653129,0.514052001,0.52586699,-0.076129082,-0.160796085,0.178951919,0.239509768,0.490149727,NA,"cluster_vol.z3","3","3","3","3",NA,1274,"amz_lib_1202_1412","C7 acid",404,558,2007.407407,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,784,NA,"C13H26BNO6Si",331,"limonox_S_blob_788",457,624,1989
"273","1221_0832_blob_664",0.334906028,0.50863612,0.581456385,-0.262905997,-0.064746343,-0.112179832,0.226352064,0.566633739,NA,"cluster_vol.z3","3","3","3","3",NA,664,"amz_lib_1221_0832","C7 acid",576,649,1724.390244,NA,"Heptanedioic acid, 3-methyl-, bis(trimethylsilyl) ester",718,746,1653,"C14H30O4Si2",318,"apin_ox_S_blob_700",629,667,1726
"274","1202_0046_blob_1718",0.469278337,0.505855244,0.546394054,-0.48929221,-0.340070018,0.030890787,0.501581423,0.305705728,NA,"cluster_vol.z3","3","3","3","3",NA,1718,"amz_lib_1202_0046","linoleic Acid, TMS",572,617,2243.548387,2245,"10,12-Docosadiynedioic acid, 2TMS derivative",650,667,NA,"C28H50O4Si2",506,"limonox_S_blob_687",426,603,NA
"275","1202_1412_blob_1589",0.152193749,0.504821321,0.692043462,-0.525041188,-0.284501249,0.009368574,0.629652931,0.243867032,NA,"cluster_vol.z3","3","3","3","3",NA,1589,"amz_lib_1202_1412","C7 acid",428,543,2225.6,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",674,737,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",454,589,NA
"276","1128_1901_blob_1085",0.462126413,0.49675583,0.561784755,-0.270481349,-0.059188623,-0.072366828,0.204676229,0.35446139,NA,"cluster_vol.z3","3","3","3","3",NA,1085,"amz_lib_1128_1901","C7 acid",409,547,1740.606061,NA,"{Sulfanediylbis[(4-chlorobenzene-2,1-diyl)oxy]}bis(trimethylsilane)",593,612,NA,"C18H24Cl2O2SSi2",430,"limonox_S_blob_593",488,592,1732
"277","1202_1412_blob_1445",0.063162781,0.496480734,0.718064003,-0.213400919,-0.126170843,0.103519335,0.309197279,0.328679995,NA,"cluster_vol.z3","3","3","3","3",NA,1445,"amz_lib_1202_1412","pinonic acid",570,637,1555.191257,1550,"4-Trimethylsilyloxy-3-heptene",634,903,NA,"C10H22OSi",186,"myrc_ox_L_blob_556",578,645,1546
"278","1129_1334_blob_1046",0.253976903,0.494803087,0.547995274,-0.14359902,-0.04109764,0.178326704,0.44366397,0.349886759,NA,"cluster_vol.z3","3","3","3","3",NA,1046,"amz_lib_1129_1334","Me-OH-glutatric acid",501,552,1615.757576,1623,"2-Isopropyl-3-ketobutyrate, bis(O-trimethylsilyl)-",702,748,NA,"C13H28O3Si2",288,"myrc_ox_L_blob_536",660,702,1627
"279","1202_1412_blob_1647",0.2129535,0.483423767,0.519698752,-0.252856636,-0.172647112,-0.105728855,0.400426404,0.418293451,NA,"cluster_vol.z3","3","3","3","3",NA,1647,"amz_lib_1202_1412","linoleic Acid, TMS",528,560,2244.8,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",683,726,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",445,589,NA
"280","1202_0046_blob_978",0.098787227,0.48281997,0.615831557,-0.243089004,-0.176423197,0.029824096,0.545224076,0.247708353,NA,"cluster_vol.z3","3","3","3","3",NA,978,"amz_lib_1202_0046","C7 acid",439,559,2100,NA,"Prosta-5,13-dien-1-oic acid, 9,11-epidioxy-15-[[(4-methylphenyl)sulfonyl]oxy]-, methyl ester, (5Z,9a,11a,13E,15S)-",634,662,NA,"C24H42O5Si",438,"limonox_S_blob_1216",513,645,2098
"281","1221_0832_blob_777",0.109953969,0.466576427,0.578879524,-0.036720565,0.094941865,0.145279722,0.249619712,0.343685085,NA,"cluster_vol.z3","3","3","3","3",NA,777,"amz_lib_1221_0832","C7 acid",557,604,1746.341463,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",668,733,NA,"C15H30O5Si",318,"limonox_S_blob_888",637,662,1750
"282","1221_0832_blob_829",0.016948199,0.460195143,0.669992743,0.221484947,0.097809681,0.426386606,0.640531652,0.116283524,6,"cluster_vol.z3","6","6","3","3",NA,829,"amz_lib_1221_0832","C9 Diacid (azelaic acid)",451,479,1821.47651,1822,"Bis(1-chloro-2-propyl)(3-chloro-1-propyl)phosphate",560,634,NA,"C9H18Cl3O4P",326,"myrc_ox_L_blob_801",546,594,1819
"283","1202_1412_blob_1554",0.0734307,0.452322173,0.553552091,-0.247191254,-0.04861322,0.001861859,0.150709745,0.386595709,NA,"cluster_vol.z3","3","3","3","3",NA,1554,"amz_lib_1202_1412","C7 acid",389,512,2032.592593,NA,"13-Retinoic acid, (Z)-, TMS derivative",611,615,NA,"C23H36O2Si",372,"limonox_S_blob_1216",220,690,2098
"284","1202_1412_blob_1458",0.015150992,0.451440066,0.728478278,-0.343401374,-0.219241575,0.022206256,0.431728954,0.215371104,NA,"cluster_vol.z3","3","3","3","3",NA,1458,"amz_lib_1202_1412","C7 acid",455,565,1655.757576,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",700,731,NA,"C13H26BNO6Si",331,"myrc_ox_L_blob_630",616,683,1652
"285","1128_1901_blob_1479",0.311392675,0.444470448,0.518648895,-0.111095605,0.004106971,-0.006977794,0.311636272,0.320352757,NA,"cluster_vol.z3","3","3","3","3",NA,1479,"amz_lib_1128_1901","ketopinic acid",484,484,1535.869565,1530,"t-Butyl(4,5-dihydrofuran-2-yl)dimethylsilane",572,589,NA,"C10H20OSi",184,"limonox_L_blob_603",807,811,1535
"286","1129_1334_blob_1126",0.294941629,0.443502302,0.487240303,-0.048006025,0.06555062,0.318328588,0.333720947,0.28556134,NA,"cluster_vol.z3","3","3","3","3",NA,1126,"amz_lib_1129_1334","C7 acid",447,469,1471.73913,NA,"3-(2-Methoxyethyl)-1-nonanol, TMS derivative",630,683,NA,"C15H34O2Si",274,"myrc_ox_L_blob_693",615,661,1460
"287","1202_1412_blob_767",0.046412125,0.436394117,0.549678348,0.029530024,0.140516162,0.263317392,0.279098326,0.310034981,NA,"cluster_vol.z3","3","3","3","3",NA,767,"amz_lib_1202_1412","C7 acid",381,506,1893.959732,NA,"Benzeneacetic acid, a-(7-t-butyldimethylsilyloxyheptanoyloxy)-, methyl ester",622,677,NA,"C22H36O5Si",408,"limonox_L_blob_564",694,710,1893
"288","1221_0832_blob_707",0.152325174,0.432509821,0.510102955,-0.218909837,-0.001342219,-0.086281919,0.329254883,0.342780718,NA,"cluster_vol.z3","3","3","3","3",NA,707,"amz_lib_1221_0832","C7 acid",409,446,1601.219512,NA,"Silane, [(1-methoxy-1,3-propanediyl)bis(oxy)]bis[trimethyl-",617,704,NA,"C10H26O3Si2",250,"limonox_S_blob_730",578,603,1595
"289","1202_0046_blob_889",0.015852342,0.412366059,0.613931301,-0.2305025,-0.063424092,0.047412378,0.309716617,0.316895385,NA,"cluster_vol.z3","3","3","3","3",NA,889,"amz_lib_1202_0046","farnesol",568,643,1836.486486,1832,"ﬂ-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",684,685,NA,"C27H52N2O10Si3",648,"limonox_S_blob_754",629,662,1831
"290","1202_0046_blob_1275",0.226184161,0.40888196,0.418566045,-0.178016373,-0.011875922,-0.063353004,0.076401851,0.4025181,NA,"cluster_vol.z3","3","3","3","3",NA,1275,"amz_lib_1202_0046","C7 acid",428,471,1680.487805,NA,"5-Heptenoic acid, 6-methyl-4-[(4-methylphenyl) sulfonyl]",633,660,NA,"C15H20O4S",296,"limonox_S_blob_720",631,664,1675
"291","1202_0046_blob_1347",0.286078636,0.403523938,0.416824808,0.37146852,0.224480067,0.204028923,0.361609734,0.3297132,NA,"cluster_vol.z3","3","3","3","3",NA,1347,"amz_lib_1202_0046","C7 acid",427,557,2283.870968,NA,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",666,707,NA,"C17H34B2O6Si",384,"apin_ox_S_blob_595",466,567,2279
"292","1128_1901_blob_1248",0.037456781,0.402026354,0.710726838,-0.245589533,-0.210940993,0.016010399,0.437843618,0.206557049,NA,"cluster_vol.z3","3","3","3","3",NA,1248,"amz_lib_1128_1901","C7 acid",492,590,1730.909091,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",591,593,NA,"C28H50O4Si2",506,"myrc_ox_L_blob_606",582,621,1723
"293","1202_1412_blob_1499",0.102366208,0.40169512,0.450005264,-0.172587053,0.022789642,0.208694531,0.350319631,0.242681193,NA,"cluster_vol.z3","3","3","3","3",NA,1499,"amz_lib_1202_1412","isoeugenol",401,444,1598.907104,1591,"1-Phenyl-1-hepten-3-ol, (E)-, TMS derivative",607,639,NA,"C16H26OSi",262,"limonox_S_blob_1116",445,489,1588
"294","1202_0046_blob_1105",0.055244161,0.398226564,0.62079135,-0.296985549,-0.073729583,0.004273825,0.269300128,0.29857433,NA,"cluster_vol.z3","3","3","3","3",NA,1105,"amz_lib_1202_0046","C7 acid",428,508,1785.365854,NA,"Isocitric acid lactone, 2TMS derivative",590,645,1710,"C12H22O6Si2",318,"limonox_L_blob_588",568,607,1781
"295","1202_1412_blob_1940",-0.00273537,0.363590913,0.631663493,-0.399134108,-0.22398991,-0.020108028,0.434807109,0.249473144,NA,"cluster_vol.z3","3","3","3","3",NA,1940,"amz_lib_1202_1412","C7 acid",387,535,2302.4,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",619,623,NA,"C27H52N2O10Si3",648,"limonox_S_blob_701",442,582,NA
"296","1128_1901_blob_639",0.486031169,0.360365187,0.530878099,-0.453334273,-0.337372199,0.053898979,0.51987591,0.15332638,NA,"cluster_vol.z3","3","3","3","3",NA,639,"amz_lib_1128_1901","monopalmitin",873,876,2626.168224,2628,"1-Monopalmitin, 2TMS derivative",731,844,2607,"C25H54O4Si2",474,"limonox_S_blob_633",461,647,NA
"297","1202_1412_blob_1342",0.297715151,0.360090299,0.692425236,-0.184738452,-0.177080843,0.088387127,0.385223409,0.237997368,NA,"cluster_vol.z3","3","3","3","3",NA,1342,"amz_lib_1202_1412","beta-caryophyllonic acid, TMS",609,653,1932.885906,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",724,767,NA,"C13H26BNO6Si",331,"limonox_S_blob_847",591,681,1925
"298","1221_0832_blob_730",-0.006469184,0.359186211,0.712216862,-0.432922402,-0.341519352,-0.021649705,0.512374866,0.119508088,NA,"cluster_vol.z3","3","3","3","3",NA,730,"amz_lib_1221_0832","C7 acid",347,533,1845.637584,NA,"2-Phenyl-1,2-propanediol, 2TMS derivative",629,894,NA,"C15H28O2Si2",296,"limonox_S_blob_659",446,549,1861
"299","1128_1901_fb_add_blob_43",0.29491957,0.356076989,0.405521802,0.26987089,0.100385374,0.15816171,0.392366908,0.311532154,1,"cluster_vol.z3","1","1","3","3",NA,43,"amz_lib_1128_1901_fb_add","FAME16 (Methyl Palmitate)",952,952,1957.04698,1957,"Hexadecanoic acid, methyl ester",899,904,1926,"C17H34O2",270,"limonox_S_blob_708",390,411,1948
"300","1128_1901_fb_add_blob_591",0.284821398,0.350318222,0.588530562,0.20386523,0.233846139,0.32110287,0.337242718,0.258314371,3,"cluster_vol.z3","3","3","3","3",NA,591,"amz_lib_1128_1901_fb_add","hexadecanol, TMS",920,920,1989.261745,1989,"1-Hexadecanol, TMS derivative",924,930,1958,"C19H42OSi",314,"bcp_ox_L_blob_18",338,437,NA
"301","1202_1412_blob_1339",0.073272722,0.342448415,0.417106845,0.090954683,-0.017924748,0.217396603,0.410253739,0.275272314,NA,"cluster_vol.z3","3","3","3","3",NA,1339,"amz_lib_1202_1412","beta-nocaryophyllinic acid, TMS",402,562,2146.666667,2127,"Acetic acid, 4,5-dihydroxy-10,13-dimethyl-3-oxohexadecahydrocyclopenta[a]phenanthren-17-yl ester",642,655,NA,"C21H32O5",364,"bcp_ox_L_blob_988",417,669,2192
"302","1202_1412_blob_1496",0.076784666,0.341304977,0.397527992,-0.248659113,0.01996802,-0.041142884,0.094025693,0.311906457,NA,"cluster_vol.z3","3","3","3","3",NA,1496,"amz_lib_1202_1412","C7 acid",409,480,1798.787879,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",636,651,NA,"C13H26BNO6Si",331,"limonox_L_blob_598",683,746,1795
"303","1202_0046_blob_1404",0.000655521,0.330786883,0.626167291,-0.40039917,-0.242024739,-0.059349154,0.306807433,0.092597339,NA,"cluster_vol.z3","3","3","3","3",NA,1404,"amz_lib_1202_0046","C7 acid",472,591,1656.097561,NA,"1-Dimethylthexylsilyloxy-10-undecene",616,685,NA,"C19H40OSi",312,"limonox_S_blob_763",587,611,1661
"304","1202_1412_blob_656",0.007904694,0.330631707,0.718792606,0.110228824,-0.040092042,0.37943015,0.602572563,0.022067789,3,"cluster_vol.z3","3","3","3","3",NA,656,"amz_lib_1202_1412","beta-nocaryophyllonic acid, TMS",432,550,2000,1985,"Palmitelaidic acid, TMS derivative",578,657,NA,"C19H38O2Si",326,"bcp_ox_L_blob_813",497,541,1990
"305","1202_1412_blob_1814",0.090703602,0.328931884,0.529627717,-0.266155761,-0.163490399,-0.042737158,0.298223742,0.238763229,NA,"cluster_vol.z3","3","3","3","3",NA,1814,"amz_lib_1202_1412","C7 acid",413,523,2368,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,712,NA,"C13H26BNO6Si",331,"apin_ox_S_blob_592",464,613,NA
"306","1202_1412_blob_910",0.112998044,0.325951759,0.33554863,0.072717412,0.063049552,0.096410851,0.290224127,0.297357062,NA,"cluster_vol.z3","3","3","3","3",NA,910,"amz_lib_1202_1412","C7 acid",431,530,1853.691275,NA,"i-Propyl 12-methyl-tridecanoate",670,789,NA,"C17H34O2",270,"limonox_S_blob_823",600,665,1843
"307","1128_1901_blob_1871",0.04935497,0.321332849,0.467225162,-0.173843366,-0.018931723,0.246013293,0.380797974,0.146805132,NA,"cluster_vol.z3","3","3","3","3",NA,1871,"amz_lib_1128_1901","2-Ketoglutaric acid, tri-TMS",326,428,1621.818182,1629,"Propylbenzene, 1'-hydroxy-3,4,5-trimethoxy-2'-nitro-",657,706,NA,"C12H17NO6",271,"limonox_S_blob_771",514,633,1636
"308","1128_1901_blob_1459",0.367733596,0.318611195,0.457528578,-0.277874547,-0.257222349,0.015527286,0.232727638,0.11433012,NA,"cluster_vol.z3","3","3","3","3",NA,1459,"amz_lib_1128_1901","C7 acid",452,560,1682.424242,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",649,682,NA,"C13H26BNO6Si",331,"limonox_L_blob_554",644,676,1678
"309","1202_0046_blob_938",0.214621068,0.299030958,0.647466009,-0.238934967,-0.23473569,0.147142544,0.507200178,0.102189374,NA,"cluster_vol.z3","3","3","3","3",NA,938,"amz_lib_1202_0046","C7 acid",427,605,1878.378378,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",701,720,NA,"C14H31BO6Si2",362,"limonox_S_blob_649",592,664,1868
"310","1202_1412_blob_844",0.106351944,0.294284246,0.506406255,-0.060971976,-0.005055863,0.144581305,0.383323676,0.028633797,NA,"cluster_vol.z3","3","3","3","3",NA,844,"amz_lib_1202_1412","C9 Diacid (azelaic acid)",584,661,1821.47651,1822,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",751,763,NA,"C14H31BO6Si2",362,"limonox_S_blob_671",622,694,1817
"311","1202_1412_blob_1251",0.256048424,0.292057766,0.318178097,0.20127833,0.060778076,0.1024741,0.297924373,0.252684116,NA,"cluster_vol.z3","3","3","3","3",NA,1251,"amz_lib_1202_1412","FAME18 (Methyl Stearate)",487,624,2161.481481,2161,"Butanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5a-hydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-6,11-dioxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-5-yl ester, [1aR-(1aa,2a,5ﬂ,5aﬂ,8aa,9a,10aa)]-",631,632,NA,"C24H32O6",416,"apin_ox_S_blob_592",397,518,NA
"312","1221_0832_blob_882",0.176457515,0.289551693,0.344984016,0.168686334,0.043519313,0.218599357,0.331428704,0.142945767,NA,"cluster_vol.z3","3","3","3","3",NA,882,"amz_lib_1221_0832","C7 acid",462,519,1740.243902,NA,"2-Deoxypentofuranose, 3TMS derivative",660,726,NA,"C14H34O4Si3",350,"myrc_ox_L_blob_694",705,737,1746
"313","1202_1412_blob_665",0.024010953,0.289118432,0.486426464,-0.009264165,-0.009918055,0.299224765,0.383327418,0.049131405,NA,"cluster_vol.z3","3","3","3","3",NA,665,"amz_lib_1202_1412","beta-caryophyllene aldehyde",253,563,1700.606061,1715,"Xanthoxylin",828,938,1669,"C10H12O4",196,"limonox_S_blob_923",390,395,1699
"314","1128_1901_fb_add_blob_1175",0.317407686,0.271192897,0.376228414,-0.567205743,-0.310101155,-0.193156369,0.185648657,0.251042614,3,"cluster_vol.z3","3","3","3","3",NA,1175,"amz_lib_1128_1901_fb_add","C9 acid",850,855,1382.012571,1378,"Nonanoic acid, TMS derivative",810,816,1355,"C12H26O2Si",230,"limonox_L_blob_587",865,870,1378
"315","1128_1901_blob_1469",0.247550635,0.269651946,0.587108496,-0.437515095,-0.155042386,-0.042038964,0.175691007,0.212035144,NA,"cluster_vol.z3","3","3","3","3",NA,1469,"amz_lib_1128_1901","ketopinic acid",438,561,1513.043478,1530,"Cyclohexene, 1-(trimethylsilyloxy)-3-vinyl-",691,774,NA,"C11H20OSi",196,"limonox_L_blob_565",528,552,1513
"316","1213_2145_blob_1033",-0.05858269,0.267049841,0.422445658,-0.343576749,-0.202201903,-0.066733531,0.319112674,0.047360436,NA,"cluster_vol.z3","3","3","3","3",NA,1033,"amz_lib_1213_2145","C7 acid",337,471,1669.512195,NA,"benzoic acid, 4-[[(trimethylsilyl)oxy]methyl]-, trimethylsilyl ester",673,761,NA,"C14H24O3Si2",296,"limonox_L_blob_543",493,553,NA
"317","1202_0046_blob_1025",0.003877057,0.264258209,0.497748154,-0.278385426,0.016951608,-0.068667549,0.095128039,0.215205178,NA,"cluster_vol.z3","3","3","3","3",NA,1025,"amz_lib_1202_0046","pinonic acid",557,608,1554.098361,1550,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",648,691,NA,"C12H27BO5Si2",318,"myrc_ox_L_blob_660",651,744,1549
"318","1221_0832_blob_934",0.086634979,0.262793529,0.310098885,0.168404684,-0.008496025,0.127956379,0.253440212,0.198805927,NA,"cluster_vol.z3","3","3","3","3",NA,934,"amz_lib_1221_0832","C7 acid",431,462,1601.219512,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",614,742,NA,"C11H26O2Si2",246,"limonox_S_blob_730",650,669,1595
"319","1128_1901_blob_826",0.130421993,0.260600536,0.409201202,-0.194471042,-0.042292834,0.014730503,0.373469071,0.131414504,NA,"cluster_vol.z3","3","3","3","3",NA,826,"amz_lib_1128_1901","cis-Vaccenic Acid, TMS",626,659,2262.903226,2259,"10,12-Docosadiynedioic acid, 2TMS derivative",646,656,NA,"C28H50O4Si2",506,"myrc_ox_L_blob_569",498,598,2275
"320","1128_1901_blob_781",0.403039687,0.25750913,0.51986705,-0.389164392,-0.380307808,0.057086355,0.445503641,0.036556432,NA,"cluster_vol.z3","3","3","3","3",NA,781,"amz_lib_1128_1901","C7 acid",409,472,2593.043478,NA,"2-Palmitoylglycerol, 2TMS derivative",813,820,2558,"C25H54O4Si2",474,"limonox_S_blob_633",505,613,NA
"321","1128_1901_blob_1521",0.139284103,0.255886949,0.423143991,0.172945157,0.049510827,0.293159037,0.399340137,0.073197237,NA,"cluster_vol.z3","3","3","3","3",NA,1521,"amz_lib_1128_1901","C7 acid",441,559,2135.294118,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,721,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",435,569,NA
"322","1202_1412_blob_766",-0.005938913,0.255480809,0.578842758,-0.181902716,-0.055742409,0.147284656,0.295394601,0.110514689,NA,"cluster_vol.z3","3","3","3","3","beta nocaryophyllone aldehyde, SQT",766,"amz_lib_1202_1412","beta-nocaryophyllone aldehyde",898,900,1756.363636,1757,"2-Butyloxycarbonyloxy-1,1,10-trimethyl-6,9-epidioxydecalin",664,707,NA,"C18H30O5",326,"bcp_ox_L_blob_69",631,636,1748
"323","1128_1901_blob_1431",0.008550111,0.254155454,0.464435272,-0.266326367,-0.197726453,-0.009438592,0.262522265,-0.013445997,NA,"cluster_vol.z3","3","3","3","3",NA,1431,"amz_lib_1128_1901","pinic acid 1",413,485,1692.121212,1692,"5-(2-Hydroxy-1-methylethyl)-2-methylcyclohexanone, TBDMS derivative",590,608,NA,"C16H32O2Si",284,"limonox_S_blob_727",776,817,1689
