,BlobID,Compound.Name,Library Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Overlap_Class,Overlap_Class1,influence_type_1,influence_type_2,assigned_cluster_1,assigned_cluster_2
916,1456,1202_0046_blob_1456,amz_lib_1202_0046,"beta-caryophyllinic acid, TMS",537,662,2072.058824,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",697,754,NA,C13H26BNO6Si,331,limonox_S_blob_583,468,563,2078,IOP1_UP,SeasonUnique,UP,NA,12,NA
779,1529,1202_1412_blob_1529,amz_lib_1202_1412,C7 acid,416,559,2091.851852,NA,"?-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",685,738,NA,C14H31BO6Si2,362,limonox_S_blob_583,467,611,2078,IOP1_UP,SeasonUnique,UP,NA,11,NA
1420,1294,1128_1901_blob_1294,amz_lib_1128_1901,C7 acid,488,559,2544.347826,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",667,730,NA,C18H34OSi,294,limonox_S_blob_687,467,559,NA,IOP1_UP,SeasonUnique,UP,NA,13,NA
923,1347,1202_0046_blob_1347,amz_lib_1202_0046,C7 acid,427,557,2283.870968,NA,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",666,707,NA,C17H34B2O6Si,384,apin_ox_S_blob_595,466,567,2279,IOP1_UP,SeasonUnique,UP,NA,13,NA
839,1108,1202_1412_blob_1108,amz_lib_1202_1412,C7 acid,441,570,2011.851852,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",722,774,NA,C13H26BNO6Si,331,limonox_S_blob_788,464,669,1989,IOP1_UP,Mixed_Class,UP,NA,11,7
913,1505,1202_0046_blob_1505,amz_lib_1202_0046,C12 diacid,467,501,2119.117647,2120,"Falcarinol, TMS",632,676,2081,C20H32OSi,316,limonox_S_blob_687,458,621,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
1088,1320,1129_1334_blob_1320,amz_lib_1129_1334,"beta-caryophyllinic acid, TMS",588,644,2062.222222,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",685,729,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,458,626,NA,IOP1_UP,SeasonUnique,UP,NA,12,NA
750,1773,1202_1412_blob_1773,amz_lib_1202_1412,"cis-Vaccenic Acid, TMS",430,529,2272,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",691,747,NA,C13H26BNO6Si,331,limonox_S_blob_687,456,626,NA,IOP1_UP,SeasonUnique,UP,NA,13,NA
816,1268,1202_1412_blob_1268,amz_lib_1202_1412,"linoleic Acid, TMS",512,553,2252.8,2245,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",633,669,NA,C17H34B2O6Si,384,limonox_S_blob_687,453,649,NA,IOP1_UP,Mixed_Class,UP,NA,13,5
1080,1364,1129_1334_blob_1364,amz_lib_1129_1334,Longifolene,0,510,1873.825503,1442,"[2,6-Bis(1-methylethyl)phenoxy](trimethyl)silane",573,620,NA,C15H26OSi,250,bcp_ox_L_blob_650,452,464,1878,IOP1_UP,Mixed_Class,UP,NA,13,1
744,1819,1202_1412_blob_1819,amz_lib_1202_1412,C14 Diacid,451,571,2302.4,2317,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",681,709,NA,C14H31BO6Si2,362,limonox_S_blob_687,451,634,NA,IOP1_UP,SeasonUnique,UP,NA,13,NA
793,1443,1202_1412_blob_1443,amz_lib_1202_1412,C12 diacid,454,532,2112.592593,2120,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,777,NA,C13H26BNO6Si,331,limonox_S_blob_687,449,641,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
784,1498,1202_1412_blob_1498,amz_lib_1202_1412,C7 acid,410,546,2158.518519,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",688,744,NA,C13H26BNO6Si,331,limonox_S_blob_687,443,613,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
939,1177,1202_0046_blob_1177,amz_lib_1202_0046,C7 acid,404,553,2008.823529,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",715,753,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,443,631,NA,IOP1_UP,Mixed_Class,UP,NA,11,7
1030,1673,1129_1334_blob_1673,amz_lib_1129_1334,C7 acid,436,571,2160,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",688,733,NA,C13H26BNO6Si,331,limonox_S_blob_687,443,585,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
772,1571,1202_1412_blob_1571,amz_lib_1202_1412,"beta-caryophyllinic acid, TMS",579,644,2054.814815,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",730,762,NA,C13H26BNO6Si,331,bcp_ox_L_blob_758,441,563,2075,IOP1_UP,SeasonUnique,UP,NA,11,NA
1094,1274,1129_1334_blob_1274,amz_lib_1129_1334,"beta-caryophyllinic acid, TMS",457,667,2041.481481,2060,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",746,781,NA,C14H31BO6Si2,362,limonox_S_blob_687,440,593,NA,IOP1_UP,SeasonUnique,UP,NA,13,NA
1425,1279,1128_1901_blob_1279,amz_lib_1128_1901,C7 acid,416,551,2214.516129,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,705,NA,C13H26BNO6Si,331,limonox_S_blob_687,440,583,NA,IOP1_UP,Mixed_Class,UP,NA,12,7
741,1870,1202_1412_blob_1870,amz_lib_1202_1412,C7 acid,405,534,2297.6,NA,"?-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",650,689,NA,C17H37BO6Si2,404,limonox_S_blob_687,439,596,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
925,1341,1202_0046_blob_1341,amz_lib_1202_0046,"beta-caryophyllinic acid, TMS",575,643,2066.176471,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",702,758,NA,C13H26BNO6Si,331,limonox_S_blob_583,439,559,2078,IOP1_UP,SeasonUnique,UP,NA,11,NA
789,1459,1202_1412_blob_1459,amz_lib_1202_1412,C7 acid,413,550,2084.444444,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",575,683,NA,C14H31BO6Si2,362,limonox_S_blob_701,433,555,NA,IOP1_UP,SeasonUnique,UP,NA,12,NA
937,1218,1202_0046_blob_1218,amz_lib_1202_0046,C7 acid,406,534,2025,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,785,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,431,604,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
901,1670,1202_0046_blob_1670,amz_lib_1202_0046,C7 acid,428,561,2230.645161,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,704,NA,C13H26BNO6Si,331,limonox_S_blob_701,427,543,NA,IOP1_UP,SeasonUnique,UP,NA,12,NA
230,563,1221_0832_blob_563,amz_lib_1221_0832,C7 acid,342,472,1715.853659,NA,"Bicine, 3TMS derivative",826,831,NA,C15H37NO4Si3,379,myrc_ox_L_blob_709,426,476,1709,IOP1_UP,Mixed_Class,UP,NA,12,7
899,1718,1202_0046_blob_1718,amz_lib_1202_0046,"linoleic Acid, TMS",572,617,2243.548387,2245,"10,12-Docosadiynedioic acid, 2TMS derivative",650,667,NA,C28H50O4Si2,506,limonox_S_blob_687,426,603,NA,IOP1_UP,SeasonUnique,UP,NA,13,NA
861,969,1202_0046_blob_969,amz_lib_1202_0046,"beta-caryophyllinic acid, TMS",425,647,2038.235294,2060,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",669,681,NA,C27H52N2O10Si3,648,limonox_S_blob_633,419,582,NA,IOP1_UP,Mixed_Class,UP,NA,11,7
921,1364,1202_0046_blob_1364,amz_lib_1202_0046,"linoleic Acid, TMS",494,587,2256.451613,2245,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",636,667,NA,C23H48O2Si2,412,apin_ox_S_blob_592,418,572,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
742,1860,1202_1412_blob_1860,amz_lib_1202_1412,"beta-caryophyllinic acid, TMS",404,576,2042.962963,2060,"?-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",564,640,NA,C12H27BO5Si2,318,limonox_S_blob_687,413,544,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
757,1696,1202_1412_blob_1696,amz_lib_1202_1412,"linoleic Acid, TMS",541,577,2244.8,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",663,719,NA,C13H26BNO6Si,331,limonox_S_blob_687,411,583,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
739,1898,1202_1412_blob_1898,amz_lib_1202_1412,C7 acid,412,580,2296,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",557,615,NA,C20H24N2O,308,limonox_S_blob_687,410,590,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
896,1758,1202_0046_blob_1758,amz_lib_1202_0046,C14 Diacid,402,501,2304.83871,2317,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,720,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,398,552,NA,IOP1_UP,SeasonUnique,UP,NA,13,NA
820,1251,1202_1412_blob_1251,amz_lib_1202_1412,FAME18 (Methyl Stearate),487,624,2161.481481,2161,"Butanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5a-hydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-6,11-dioxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-5-yl ester, [1aR-(1aa,2a,5?,5a?,8aa,9a,10aa)]-",631,632,NA,C24H32O6,416,apin_ox_S_blob_592,397,518,NA,IOP1_UP,SeasonUnique,UP,NA,13,NA
1398,1374,1128_1901_blob_1374,amz_lib_1128_1901,cholesterol,378,602,3184.782609,3209,Ursodeoxycholic acid,684,688,NA,C24H40O4,392,limonox_S_blob_687,382,516,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
1020,1771,1129_1334_blob_1771,amz_lib_1129_1334,C7 acid,400,516,2157.037037,NA,"?-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",666,688,NA,C14H31BO6Si2,362,apin_ox_S_blob_592,377,510,NA,IOP1_UP,SeasonUnique,UP,NA,13,NA
1015,1914,1129_1334_blob_1914,amz_lib_1129_1334,C17 acid,391,451,2179.259259,2177,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",690,743,NA,C13H26BNO6Si,331,apin_ox_S_blob_751,353,516,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
996,667,1129_1334_blob_667,amz_lib_1129_1334,squalene,118,477,2830.30303,2868,8-Methyl-6-nonenamide,724,808,NA,C10H19NO,169,apin_ox_S_blob_751,337,371,NA,IOP1_UP,SeasonUnique,UP,NA,11,NA
82,912,1221_0832_blob_912,amz_lib_1221_0832,C7 acid,529,598,1781.707317,NA,"2-Deoxypentofuranose, 3TMS derivative",688,735,NA,C14H34O4Si3,350,myrc_ox_L_blob_727,684,707,1774,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,13,4
177,713,1221_0832_blob_713,amz_lib_1221_0832,mannosan,704,721,1700,1706,"2-Deoxypentofuranose, 3TMS derivative",703,727,NA,C14H34O4Si3,350,myrc_ox_L_blob_709,673,694,1709,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,4
876,833,1202_0046_blob_833,amz_lib_1202_0046,mannosan,640,665,1709.756098,1706,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",707,717,NA,C16H37BO6Si3,420,myrc_ox_L_blob_709,663,703,1709,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,13,4
941,1142,1202_0046_blob_1142,amz_lib_1202_0046,pinic acid 1,542,609,1687.804878,1692,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",679,691,NA,C13H26BNO6Si,331,limonox_S_blob_860,646,698,1684,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,4
1002,627,1129_1334_blob_627,amz_lib_1129_1334,levoglucosan,626,637,1729.69697,1726,"?-D-Galactopyranoside, methyl 2,4,6-tris-O-(trimethylsilyl)-, acetate",736,804,NA,C18H40O7Si3,452,myrc_ox_L_blob_547,583,597,1723,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,4
725,601,1202_1412_blob_601,amz_lib_1202_1412,levoglucosan,657,738,1738.181818,1726,"?-Arabinopyranose, 4MS derivative",749,788,NA,C17H42O5Si4,438,apin_ox_L_blob_553,577,619,1726,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,4
188,688,1221_0832_blob_688,amz_lib_1221_0832,C7 acid,415,505,1796.341463,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",631,651,NA,C13H27Cl3O4Si2,408,myrc_ox_L_blob_801,572,695,1819,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,10
132,811,1221_0832_blob_811,amz_lib_1221_0832,C7 acid,400,470,1954.362416,NA,"Erythritol, 4TMS derivative",719,812,NA,C16H42O4Si4,410,limonox_S_blob_685,533,550,1963,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,4
1001,635,1129_1334_blob_635,amz_lib_1129_1334,C7 acid,451,526,1841.610738,NA,"a-D-Galactopyranoside, methyl 2-(acetylamino)-2-deoxy-6-O-methyl-, (S,R,R,S,R)-, 2TMS derivative",708,752,NA,C16H35NO6Si2,393,myrc_ox_L_blob_706,526,556,1840,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,4
1115,1163,1129_1334_blob_1163,amz_lib_1129_1334,C7 acid,389,516,2032.592593,NA,"Pregna-1,4,6-triene-3,20-dione, 17-(acetyloxy)-6,16-dimethyl-, (16a)-",618,646,NA,C25H32O4,396,bcp_ox_L_blob_771,491,568,2035,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,10
989,721,1129_1334_blob_721,amz_lib_1129_1334,C7 acid,378,591,1785.454545,NA,"3-Hydroxy-3-phenylpropanoic acid, 2TMS derivative",744,806,NA,C15H26O3Si2,310,apin_ox_S_blob_708,484,536,1784,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,13,4
1034,1651,1129_1334_blob_1651,amz_lib_1129_1334,C7 acid,366,482,2026.666667,NA,"?-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",595,618,NA,C14H31BO6Si2,362,apin_ox_S_blob_592,429,598,NA,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,2
990,718,1129_1334_blob_718,amz_lib_1129_1334,C7 acid,273,461,1857.718121,NA,(3-Hydroxy-4-methoxyphenyl)ethylene glycol tris(trimethylsilyl) ether,912,943,NA,C18H36O4Si3,400,limonox_S_blob_632,361,457,1862,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,4
979,828,1129_1334_blob_828,amz_lib_1129_1334,sinapinaldehyde,0,574,2124.444444,2032,"Isoferulic acid, 2TMS derivative",835,866,2079,C16H26O4Si2,338,apin_ox_S_blob_592,337,482,NA,IOP1_UP_IOP2_BB,Mixed_Class_anthro,UP,BB,11,4
2,614,Blob with BlobID = 614,amz_add_misc,tridecanal,188,370,1560.43956,1537,2-(But-2-enylideneamino)-propionitrile,726,734,NA,C7H10N2,122,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,10
3,610,Blob with BlobID = 610,amz_add_misc,3-5-dimethoxyphenol,261,261,1524.175824,1525,"3H,4H-Pyrrolo[1,2-a]pyrazine",741,764,NA,C7H8N2,120,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,10
4,607,Blob with BlobID = 607,amz_add_misc,tridecanal,301,326,1540.659341,1537,"3H,4H-Pyrrolo[1,2-a]pyrazine",743,766,NA,C7H8N2,120,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,10
5,597,Blob with BlobID = 597,amz_add_misc,bisabolol,362,362,1774.390244,1770,"1,2,3,4-Tetrahydro-pyridine-2,5-dicarbonitrile",636,647,NA,C7H7N3,133,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,10
6,592,Blob with BlobID = 592,amz_add_misc,verbenone (-),0,480,1582.417582,1232,"1-Cyclopentene-1-carbonitrile, 2-amino-",695,700,NA,C6H8N2,108,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,10
7,587,Blob with BlobID = 587,amz_add_misc,tridecanal,182,394,1563.736264,1537,2-(But-2-enylideneamino)-propionitrile,713,723,NA,C7H10N2,122,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,10
9,580,Blob with BlobID = 580,amz_add_misc,p-anisic acid (4-methozybenzoic acid),229,259,1552.747253,1544,3-Hexenedinitrile,615,771,NA,C6H6N2,106,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,10
10,572,Blob with BlobID = 572,amz_add_misc,benzophenone,221,356,1678.04878,1664,"Benzenamine, 4-(1H-tetrazol-1-yl)-",662,709,NA,C7H7N5,161,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,10
11,576,Blob with BlobID = 562,amz_add_misc,levoglucosan,523,537,1732.926829,1726,"?-D-Galactopyranoside, methyl 2,4-bis-O-(trimethylsilyl)-, diacetate",647,778,NA,C17H34O8Si2,422,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,4
12,659,Blob with BlobID = 561,amz_add_misc,mannosan,833,845,1706.097561,1706,"Levoglucosan, 3TMS derivative",831,834,NA,C15H34O5Si3,378,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,4
13,586,Blob with BlobID = 547,amz_add_misc,C7 acid,402,494,1801.351351,NA,"D-Ribo-Hexonic acid, 3-deoxy-2,5,6-tris-O-(trimethylsilyl)-, lactone",685,831,NA,C15H34O5Si3,378,NA,NA,NA,NA,IOP2_BB,SeasonUnique,NA,BB,NA,4
281,1210,1221_0832_blob_1210,amz_lib_1221_0832,C7 acid,507,552,1662.195122,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",675,743,NA,C15H30O5Si,318,myrc_ox_L_blob_630,695,737,1652,IOP2_BB,Mixed_Class,NA,BB,5,10
222,577,1221_0832_blob_577,amz_lib_1221_0832,C7 acid,497,549,1740.243902,NA,"D-(-)-Erythrose, tris(trimethylsilyl) ether, ethyloxime (isomer 1)",687,722,NA,C15H37NO4Si3,379,apin_ox_L_blob_553,671,735,1726,IOP2_BB,Mixed_Class,NA,BB,4,4
613,184,1206_0924_blob_184,amz_lib_1206_0924,C7 acid,527,537,1520.441989,NA,"2-Oxooctanoic acid, TMS derivative",684,690,NA,C11H22O3Si,230,myrc_ox_L_blob_592,654,655,1528,IOP2_BB,Mixed_Class,NA,BB,9,4
197,674,1221_0832_blob_674,amz_lib_1221_0832,C7 acid,520,528,1314.771202,NA,"Ethyltriethylene glycol, TBDMS derivative",759,794,1633,C14H32O4Si,292,apin_ox_L_blob_550,651,659,1307,IOP2_BB,Mixed_Class,NA,BB,3,2
1337,1722,1128_1901_blob_1722,amz_lib_1128_1901,C7 acid,576,623,1589.130435,NA,"10-Undecynoic acid, TMS derivative",695,709,1569,C14H26O2Si,254,limonox_S_blob_734,641,656,1596,IOP2_BB,Mixed_Class,NA,BB,3,2
1261,792,1128_1901_blob_792,amz_lib_1128_1901,Me-OH-glutatric acid,458,542,1619.393939,1623,"Inosose, 2-desoxy-, O-methyloxime, tetrakis-O-(trimethylsilyl)-",538,553,NA,C19H45NO5Si4,479,limonox_L_blob_571,633,647,1613,IOP2_BB,Mixed_Class,NA,BB,1,2
607,226,1206_0924_blob_226,amz_lib_1206_0924,C7 acid,548,593,1618.404908,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",635,731,NA,C14H29FO2Si,276,myrc_ox_L_blob_627,625,644,1628,IOP2_BB,SeasonUnique,NA,BB,NA,4
150,773,1221_0832_blob_773,amz_lib_1221_0832,C7 acid,514,520,1317.407144,NA,"Ethyltriethylene glycol, TBDMS derivative",739,774,1633,C14H32O4Si,292,apin_ox_L_blob_550,620,640,1307,IOP2_BB,SeasonUnique,NA,BB,NA,2
1124,1126,1129_1334_blob_1126,amz_lib_1129_1334,C7 acid,447,469,1471.73913,NA,"3-(2-Methoxyethyl)-1-nonanol, TMS derivative",630,683,NA,C15H34O2Si,274,myrc_ox_L_blob_693,615,661,1460,IOP2_BB,Mixed_Class,NA,BB,3,2
322,1086,1221_0832_blob_1086,amz_lib_1221_0832,farnesol,440,556,1846.979866,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",609,613,NA,C13H26BNO6Si,331,limonox_S_blob_756,609,647,1850,IOP2_BB,Mixed_Class,NA,BB,8,10
639,101,1206_0924_blob_101,amz_lib_1206_0924,ketopinic acid,538,538,1530.38674,1530,"Pyruvic acid, TMS derivative",694,798,NA,C6H12O3Si,160,apin_ox_L_blob_588,596,603,1530,IOP2_BB,Mixed_Class,NA,BB,9,4
1388,1418,1128_1901_blob_1418,amz_lib_1128_1901,"2-Ketoglutaric acid, tri-TMS",480,493,1625.454545,1629,"5-Hydroxymethyl-2,2,5-trimethyl-1,3-dioxane, TMS derivative",675,748,NA,C11H24O3Si,232,myrc_ox_L_blob_627,586,617,1628,IOP2_BB,Mixed_Class,NA,BB,1,4
33,754,1221_2326_blob_754,amz_lib_1221_2326,C7 acid,474,514,2111.111111,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",656,675,NA,C18H34OSi,294,bcp_ox_L_blob_787,580,615,2100,IOP2_BB,Mixed_Class,NA,BB,9,2
57,976,1221_0832_blob_976,amz_lib_1221_0832,C7 acid,544,592,1916.778523,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",672,727,NA,C15H30O5Si,318,limonox_S_blob_847,571,596,1925,IOP2_BB,Mixed_Class,NA,BB,8,4
946,1105,1202_0046_blob_1105,amz_lib_1202_0046,C7 acid,428,508,1785.365854,NA,"Isocitric acid lactone, 2TMS derivative",590,645,1710,C12H22O6Si2,318,limonox_L_blob_588,568,607,1781,IOP2_BB,Mixed_Class,NA,BB,3,10
1228,889,1128_1901_blob_889,amz_lib_1128_1901,"beta-caryophyllonic acid, TMS",480,670,1908.724832,1931,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",629,649,NA,C12H25FO2Si2,276,bcp_ox_L_blob_23,565,628,1891,IOP2_BB,Mixed_Class,NA,BB,4,10
41,657,1221_2326_blob_657,amz_lib_1221_2326,beta-caryophyllene aldehyde,851,851,1715.853659,1715,"Bicyclo[2.2.1]heptane-2,5-diol, 1,7,7-trimethyl-, (2-endo,5-exo)-",747,800,NA,C10H18O2,170,apin_ox_S_blob_634,554,561,1712,IOP2_BB,SeasonUnique,NA,BB,NA,10
657,80,1205_0335_blob_80,amz_lib_1205_0335,C7 acid,515,574,1732.926829,NA,"?-D-Galactopyranoside, methyl 2,4-bis-O-(trimethylsilyl)-, diacetate",644,756,NA,C17H34O8Si2,422,myrc_ox_L_blob_606,539,554,1723,IOP2_BB,SeasonUnique,NA,BB,NA,4
580,344,1206_0924_blob_344,amz_lib_1206_0924,C7 acid,422,546,1882.432432,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",557,584,NA,C17H34B2O6Si,384,bcp_ox_L_blob_62,536,548,1888,IOP2_BB,SeasonUnique,NA,BB,NA,4
570,384,1206_0924_blob_384,amz_lib_1206_0924,C7 acid,421,455,1663.803681,NA,"3-Ethylpentan-3-ol, trimethylsilyl ether",627,811,NA,C10H24OSi,188,myrc_ox_L_blob_630,531,591,1652,IOP2_BB,SeasonUnique,NA,BB,NA,4
1289,687,1128_1901_blob_687,amz_lib_1128_1901,C7 acid,594,669,2379.032258,NA,"Nonadecanoic acid, TMS derivative",869,871,2346,C22H46O2Si,370,bcp_ox_L_blob_18,530,595,NA,IOP2_BB,Mixed_Class,NA,BB,1,4
1445,1218,1128_1901_blob_1218,amz_lib_1128_1901,C7 acid,404,523,2107.352941,NA,Beclomethasone,613,625,NA,C22H29ClO5,408,limonox_S_blob_905,527,661,2120,IOP2_BB,Mixed_Class,NA,BB,4,10
20,887,1221_2326_blob_887,amz_lib_1221_2326,C7 acid,555,587,2784.90566,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",718,813,NA,C14H29FO2Si,276,bcp_ox_L_blob_18,526,567,NA,IOP2_BB,Mixed_Class,NA,BB,4,4
38,688,1221_2326_blob_688,amz_lib_1221_2326,"beta-nocaryophyllinic acid, TMS",542,543,2122.962963,2127,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",677,684,NA,C14H24O4,256,bcp_ox_L_blob_787,522,618,2100,IOP2_BB,Mixed_Class,NA,BB,4,2
482,86,1206_0924_blob_86,amz_lib_1206_0924,C7 acid,464,549,1796.319018,NA,"?-D-Galactopyranoside, methyl 2,4,6-tris-O-(trimethylsilyl)-, acetate",657,715,NA,C18H40O7Si3,452,myrc_ox_L_blob_562,519,538,1792,IOP2_BB,SeasonUnique,NA,BB,NA,4
