Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1213_2145_blob_874,0.00028994,0.291081918,0.427632967,0.549569488,-0.44843374,0.079486361,-0.323879232,0.275994052,0.431661497,-0.110372711,-0.204969513,-0.157741146,-0.357522457,"2-Ketoglutaric acid, tri-TMS",533,583,1629.268293,1629,"Ethylmethylmalonic acid, bis(trimethylsilyl) ester",614,632,NA,C12H26O4Si2,myrc_ox_L_blob_627,592,609,1628,0.598334299,-0.096715829,NA,0.585811295,0.262345274,0.585879516,0.339681362,0.458710274,0.290317941,0.828620264,0.726424449,0.356871624,NA,0.165479347,0.552527639,0.959229403,0.618197462,NYC,,,
1213_2145_blob_870,0.000335614,NA,NA,NA,NA,NA,NA,0.427687291,0.346355229,-0.03263808,-0.147023773,0.458513812,0.005511627,mannosan,623,751,1698.780488,1706,"ﬂ-Lyxopyranose, 4TMS derivative",660,769,NA,C17H42O5Si4,myrc_ox_L_blob_735,557,629,1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_863,0.001779701,0.397311771,0.504191237,0.026614022,0.742866909,0.563040704,0.710115803,0.072819029,-0.373815565,0.084256944,0.71717491,0.890796278,0.797118496,C28 acid,847,851,3291.954023,3291,Trimethylsilyl octacosanoate,735,744,3229,C31H64O2Si,bcp_ox_L_blob_18,544,581,NA,-0.440592714,0.885309245,NA,0.569224753,0.69691972,0.35732013,0.123423866,0.038110136,0.312523105,0.026651788,-0.468482123,0.156929755,NA,0.820909029,-0.168666115,0.800822348,0.19191233,BB,,H,"known BB, correlates well with BB1"
1213_2145_blob_846,0.000184085,-0.360291457,-0.878013507,-0.4769385,0.111022755,-0.515993078,0.02152736,0.691110096,0.289772287,-0.269443841,-0.132204211,-0.233551827,-0.302185227,C7 acid,473,555,1958.389262,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",642,715,NA,C15H30O5Si,limonox_S_blob_687,488,584,NA,-0.932117739,-0.125969165,NA,-1,1,-0.494752463,0.192222871,-0.383743855,-0.608074311,-0.847438217,-0.813714134,-0.864300272,NA,0,-0.479579643,0,-1,NYC,,,
1213_2145_blob_831,3.34E-05,NA,NA,NA,NA,NA,NA,0.626279835,0.429994813,-0.076851238,0.063327643,0.539157336,-0.170976276,C10 diacid (sebacic acid),494,523,1922.147651,1922,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",654,659,NA,C21H50N2O6Si4,limonox_S_blob_847,527,634,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_816,0.000587646,0.637860213,-0.058255855,-0.58625529,-0.710940721,-0.29135222,0.0614962,0.252717049,0.013914481,-0.026672562,0.423395879,0.535900533,0.426853596,C7 acid,403,475,2017.647059,NA,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",650,670,NA,C21H50N2O6Si4,apin_ox_S_blob_592,533,673,NA,-0.694586692,0.347297534,NA,0.016883906,-0.119626087,-0.073032668,0.286696484,0.240706974,0.413770476,-0.035517884,-0.169866885,-0.534414468,NA,0,0.989058067,-1,1,NYC,,,
1213_2145_blob_811,6.63E-05,NA,NA,NA,NA,NA,NA,0.41869358,0.281268211,0.030035886,-0.562027336,-0.201581014,-0.51349856,C7 acid,550,650,1864.42953,NA,"D-Gluco-Hexodialdodifuranoside, dimethyl 2,5-bis-O-(trimethylsilyl)-",602,646,NA,C14H30O6Si2,limonox_S_blob_649,571,606,1868,-1,1,NA,1,1,-1,1,1,1,-1,-1,1,NA,0,0,0,0,NYC,,,
1213_2145_blob_805,0.000115873,0.223476819,0.585740905,0.016930352,-0.085533634,-0.176375537,-0.557467601,0.729871488,0.002509971,-0.634305699,-0.567170658,0.165360522,-0.770016169,mannosan,567,636,1703.658537,1706,"Dimethylolpropionic acid, 3TMS derivative",650,727,NA,C14H34O4Si3,myrc_ox_L_blob_735,606,695,1703,0.785227166,0.182005468,NA,0.475928504,0.895884285,0.606503927,0.625888886,0.736323484,0.727256247,0.271588358,0.183554517,0.913265183,NA,1,-0.410911414,0,0.095547614,NYC,,,
1213_2145_blob_804,0.000237113,NA,NA,NA,NA,NA,NA,0.096685157,0.032577641,0.035751345,-0.589557353,-0.043630225,-0.236375241,octadecanal,512,676,2036.764706,2056,"Ethanol, 2-(9-octadecenyloxy)-, (Z)-",710,715,NA,C20H40O2,apin_ox_S_blob_751,445,530,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1213_2145_blob_787,0.00021934,NA,NA,NA,NA,NA,NA,0.675422644,0.080889731,-0.39350753,-0.269011238,-0.246529606,-0.457164256,"beta-caryophyllonic acid, TMS",466,511,1922.147651,1931,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",707,805,NA,C11H26O2Si2,limonox_S_blob_847,608,630,1925,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1213_2145_blob_786,0.00073112,0.442581609,0.330973909,0.190681976,0.309438917,0.464891873,-0.25564047,0.546027266,0.179250441,-0.090991401,-0.263265645,0.026091955,0.11174757,C7 acid,406,492,1876.510067,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",673,690,NA,C13H26BNO6Si,limonox_S_blob_649,632,691,1868,0.168357315,0.486250559,NA,-0.160856355,0.485595449,0.547573314,0.503318397,0.519882681,0.442409945,0.505414907,0.387420668,0.326033003,NA,1,0.045750628,0.817513222,0.293797802,NYC,,,
1213_2145_blob_760,0.000156224,0.004659233,0.233187853,0.653204915,0.308268063,0.758511634,-0.221484121,0.645865483,0.828307897,-0.762089592,-0.834904606,-0.602454225,-0.828731811,farnesol,587,626,1826.845638,1832,"2-Methyl-cis-7,8-epoxynonadecane",661,674,NA,C20H40O,limonox_S_blob_871,634,668,1824,1,0.824208165,NA,0,0.931500707,0.937114467,0.118405852,0.440137673,0.715049868,0.336104932,0.890814392,1,NA,0,0,-0.984581722,0.866610615,NYC,,,
1213_2145_blob_751,0.000164418,NA,NA,NA,NA,NA,NA,0.396838156,0.15461426,-0.224520159,-0.301864243,0.007585844,-0.305118942,phthalic acid,475,531,1718.292683,1714,"(3-Chlorophenyl)carbamic acid, 5,6,7,8-tetrahydronaphthalen-2-yl ester",634,700,NA,C17H16ClNO2,myrc_ox_L_blob_709,546,584,1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_732,0.002503758,0.457164901,0.468763703,0.133526355,0.665036602,0.588450727,0.639808785,0.039606784,-0.358878725,0.073180203,0.70515314,0.904317691,0.788412234,C26 acid,875,876,3088.172043,3088,"Hexacosanoic acid, TMS derivative",794,796,3036,C29H60O2Si,limonox_S_blob_687,556,598,NA,-0.339449707,0.825356611,NA,0.372991482,0.657807953,0.666758918,0.380441925,0.41057216,0.47837098,0.276671265,0.085215699,0.152607653,NA,0.689316667,0.400515114,0.634350121,0.408260054,BB,,H,known BB
1213_2145_blob_686,0.000878463,0.545309926,0.193003332,0.625498914,0.108598608,0.575613284,-0.032524092,0.33360779,0.417474621,0.021332828,-0.138960464,-0.072559452,-0.183958665,pinonic acid,635,707,1540.983607,1550,"2-Methyl-4-pentenoic acid, TMS derivative",745,799,NA,C9H18O2Si,myrc_ox_L_blob_556,693,701,1546,0.37233782,0.360306186,NA,0.262817329,0.171586504,0.742071433,0.465673616,0.404651662,0.228065149,0.844767577,0.720476172,0.140839473,NA,0.437821712,0.608244974,0.558310364,0.788994622,NYC,,,
1213_2145_blob_683,0.000264496,NA,NA,NA,NA,NA,NA,0.62015149,0.08147906,-0.337275149,-0.247880413,-0.293350838,-0.434098297,C7 acid,487,534,1953.020134,NA,"3-Methyl-1,3-bis(trimethylsilyloxy)butane",676,800,NA,C11H28O2Si2,limonox_S_blob_685,592,614,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_672,0.000222633,NA,NA,NA,NA,NA,NA,0.253978122,0.400547034,0.003824932,0.084707037,0.517460362,0.135166348,farnesol,494,543,1826.845638,1832,"2-Methyl-1,3-pentanediol, 2TMS derivative",667,750,NA,C12H30O2Si2,apin_ox_S_blob_616,641,669,1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_670,0.000258753,0.881401206,-0.536312432,0.559780535,0.421459925,0.794729477,0.819689588,0.355463908,0.540133464,-0.249002564,-0.148400551,-0.105376813,-0.346988173,mannosan,594,611,1709.756098,1706,"Tartaric acid (2R,3R)-, 3TMS derivative",690,707,NA,C13H30O6Si3,myrc_ox_L_blob_735,626,723,1703,0.22458863,0.186869473,NA,1,-1,0.374939446,0.339352233,0.023742925,-0.167405859,0.855325684,0.19817934,0.243708958,NA,0,0.81561132,0,-0.353103699,NYC,,,
1213_2145_blob_659,0.000303312,0.285954952,0.792427008,0.332740687,0.138073488,-0.014867965,-0.222273061,0.315124698,0.678943478,-0.18167538,0.006161599,0.329890352,-0.187975803,C7 acid,421,504,1753.658537,NA,"Diethylmalonic acid, 2TMS derivative",679,731,NA,C13H28O4Si2,myrc_ox_L_blob_727,632,739,1774,0.986013159,0.188148154,NA,0.612397484,1,0.917813026,0.656031834,0.533581718,0.427079863,0.585383242,0.633556115,0.954705544,NA,0,0.570043132,0,1,A,,,
1213_2145_blob_657,0.000341172,0.434643269,0.691920359,0.133149666,0.08272787,0.159682018,-0.14721724,0.614502505,0.033815795,-0.348426113,-0.173798714,0.009653263,-0.247112528,levoglucosan,501,537,1720.731707,1726,"Dimethylolpropionic acid, 3TMS derivative",658,726,NA,C14H34O4Si3,myrc_ox_L_blob_709,622,707,1709,0.892746987,0.43665964,NA,0.691617739,0.78251712,0.6876257,0.663230058,0.699720837,0.671288697,0.378160568,0.547584975,0.8701756,NA,0.570721078,0.347577069,0.989403334,0.615181482,NYC,,,
1213_2145_blob_639,0.000246369,NA,NA,NA,NA,NA,NA,0.500787301,0.502489994,-0.195711192,-0.186600189,0.018810513,-0.296783361,C7 acid,492,546,1797.560976,NA,"D-Erythro-Pentitol, 2-deoxy-1,3,4,5-tetrakis-O-(trimethylsilyl)-",695,711,NA,C17H44O4Si4,myrc_ox_L_blob_586,630,661,1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_637,0.000675939,-0.34847846,0.475361534,0.790022959,-0.470674357,-0.675305281,-0.99984749,0.657253816,0.140640233,-0.265687719,-0.331298496,-0.141484068,-0.353202103,C7 acid,456,510,1851.006711,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",710,774,NA,C11H26O2Si2,limonox_S_blob_756,536,554,1850,0.913702456,-0.989825847,NA,0.145455403,0,1,-0.235933598,-0.817367163,-0.736744187,-0.812669572,-0.727880345,0.388920642,NA,0,-1,0,0,NYC,,,
1213_2145_blob_626,0.000752871,0.930209263,0.524322988,0.352118448,0.225021764,0.768804342,-0.02746167,0.425911141,0.44573079,0.010540211,-0.050938383,-0.024392266,-0.097726095,"beta-caryophyllonic acid, TMS",469,528,1935.57047,1931,"Undecanoic acid, bromomethyldimethylsilyl ester",581,607,NA,C14H29BrO2Si,limonox_L_blob_552,878,879,1934,0.740306556,0.639163965,NA,-0.009958553,0.662082222,0.794390521,0.969173775,0.979485102,0.938458095,0.979979251,0.821218337,0.815015581,NA,0.112510503,0.971124163,0.306807569,0.393521639,NYC,,,
1213_2145_blob_609,0.003785669,0.262360485,0.044229752,0.1253476,0.352971408,0.499115718,-0.178611174,0.352858579,0.03410415,0.010761334,0.174388465,0.487786104,0.294687968,levoglucosan,602,806,1743.902439,1726,"Levoglucosan, 3TMS derivative",709,807,1694,C15H34O5Si3,myrc_ox_L_blob_723,546,583,1749,0.352576829,0.793833581,NA,0.573861346,0.614344295,0.553479487,0.207011949,0.211168556,0.32610296,0.354383207,0.323585378,0.588230309,NA,0.39598854,0.429269895,-0.00530746,0.454833647,A,A,M,"correlates decently with BB1, no good PFM corr but bb and A categories are highest"
1213_2145_blob_599,0.000573333,NA,NA,NA,NA,NA,NA,0.215285793,0.545479881,-0.344615643,-0.188562362,0.017865869,-0.459508889,C7 acid,339,424,1802.684564,NA,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",853,860,NA,C21H50O7Si5,myrc_ox_L_blob_687,516,602,1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1877,3.95E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",504,520,2262.903226,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",651,672,NA,C13H26BNO6Si,apin_ox_S_blob_592,450,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1736,5.51E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,386,481,2188.235294,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",629,668,NA,C13H26BNO6Si,apin_ox_S_blob_592,418,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1723,3.04E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,419,519,2107.352941,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",633,652,NA,C13H26BNO6Si,limonox_S_blob_687,412,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1700,4.65E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,442,535,2312.903226,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",618,627,NA,C13H26BNO6Si,apin_ox_S_blob_751,416,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1604,1.87E-05,0.757745389,-0.474821261,0.671163363,-0.939219182,0.420296271,-0.635924867,NA,NA,NA,NA,NA,NA,C7 acid,421,503,2290.322581,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",591,669,NA,C13H29BO5Si2,apin_ox_S_blob_592,414,549,NA,0.714158348,0.963357569,NA,0,0,0.990832118,0.980752304,0.994998469,0.937318512,0.959986764,0.991433026,0.891362976,NA,0,-1,0,0.998581077,NYC,,,
1213_2145_blob_1481,3.62E-05,0.781706811,0.294837284,0.079259974,-0.569290514,0.407859586,-0.327410666,NA,NA,NA,NA,NA,NA,C7 acid,465,543,2176.470588,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",627,637,NA,C28H50O4Si2,limonox_S_blob_687,477,581,NA,0.967298879,0.927193563,NA,-1,0,0.987036379,0.977958337,0.969824587,0.899565522,0.939288671,0.923772416,0.915084998,NA,0,0.956903438,0,-0.653991255,A,,,
1213_2145_blob_1472,0.000184113,0.344231874,0.323874598,0.140294945,0.264277286,0.294871876,0.199088729,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",536,584,1924.832215,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",670,690,NA,C13H26BNO6Si,limonox_S_blob_847,553,598,1925,0.006349854,0.664160748,NA,0.882728018,0.599718434,0.655854561,-0.142487205,-0.191352987,0.168637911,0.109685356,-0.305199569,0.070992919,NA,0.966219743,0.544758021,0.920648846,0.870276099,NYC,,,
1213_2145_blob_1448,5.52E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,422,511,2188.235294,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",649,665,NA,C14H31BO6Si2,apin_ox_S_blob_592,483,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1416,4.62E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",416,544,1918.120805,1931,"2-Trimethylsilyloxyheptanoic acid, trimethylsilyl ester",578,659,NA,C13H30O3Si2,limonox_S_blob_716,491,556,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1370,0.000178187,0.161566246,0.062561044,0.543700018,0.309620229,0.531897876,0.407430245,0.09082799,0.367301304,0.009191553,0.282302284,0.083637686,-0.044931542,"beta-nocaryophyllonic acid, TMS",501,524,1986.577181,1985,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",653,662,NA,C14H31BO6Si2,limonox_S_blob_788,491,565,1989,-0.200275542,0.586175885,NA,0.433897156,0.650711128,0.844150622,-0.044683692,-0.073037582,-0.057839696,0.353893744,0.363845045,-0.374259614,NA,0.942248955,0.796362007,0.959142416,0.985544464,NYC,,,
1213_2145_blob_1314,1.54E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",476,543,1938.255034,1931,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",629,664,NA,C14H31BO6Si2,limonox_S_blob_706,536,577,1947,-1,1,NA,1,1,1,1,1,1,-1,-1,-1,NA,0,0,0,1,NYC,,,
1213_2145_blob_1304,7.19E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",495,573,2070.588235,2060,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",642,652,NA,C21H50N2O6Si4,limonox_S_blob_633,473,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1291,0.000131997,0.361862609,0.18572752,0.374417892,0.337934228,0.27938195,-0.053260901,0.394181885,0.668164494,-0.116456968,0.072054944,0.056035232,-0.214550741,C7 acid,452,565,2085.294118,NA,"1,12-Dodecanediol, 2TMS derivative",564,593,NA,C18H42O2Si2,limonox_S_blob_1216,462,574,2098,0.507088764,0.142551649,NA,-0.019445082,-0.276685634,0.175054151,0.114458157,0.118523112,0.052640132,0.298097448,0.226786444,0.520592623,NA,1,0.544205305,0.770205331,-0.458438399,NYC,,,
1213_2145_blob_1287,5.10E-05,0.962036871,0.503221212,0.444981555,-0.145562278,0.833073567,0.154083276,-0.632788659,-0.412670559,-0.608203794,0.381689196,-0.821548375,-0.081071627,C7 acid,464,569,2141.176471,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,696,NA,C13H26BNO6Si,limonox_S_blob_905,500,669,2120,0.740300012,0.923787264,NA,0,0,0.967393554,0.948046021,0.92266991,0.794988633,0.962293212,0.87321699,0.790275391,NA,0,0.99314072,1,0.859637922,NYC,,,
1213_2145_blob_1285,0.000232575,0.378191465,-0.059711799,0.302444379,0.154547294,0.09136397,0.168016974,0.387472962,0.565714766,0.159792167,-0.096704736,0.150625937,-0.05256717,C7 acid,388,508,1995.973154,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",643,665,NA,C13H26BNO6Si,limonox_S_blob_788,496,550,1989,0,0.107033525,NA,1,0.799928827,0.27416224,-0.088347475,0.111042727,-0.137579934,0.690643022,0.058137984,0,NA,1,0.485027766,0.477329613,-0.033844575,NYC,,,
1213_2145_blob_1269,0.000435066,0.574110688,0.054709591,0.442874169,0.077431287,0.396055118,-0.172068254,0.059268013,0.330463444,0.136779398,-0.228491,-0.093854509,-0.236292235,C7 acid,420,510,1651.219512,NA,"2-Propenoic acid, 3-[5-(2-hydroxypropyl)-2,2-dimethyl-1,3-dioxolan-4-yl]-, TBDMS derivative",588,604,NA,C17H32O5Si,myrc_ox_L_blob_649,570,606,1644,0.479020904,0.382995346,NA,0.266733364,0.354532338,0.624007904,0.552841999,0.589046518,0.503687342,0.829481689,0.514465332,0.504846364,NA,0.574857277,0.680810764,0.197428224,0.508002144,NYC,,,
1213_2145_blob_1263,0.000136475,0.399660105,0.151732947,0.710803247,-0.163057443,0.430189899,-0.27354559,0.443666446,0.387409588,-0.029242226,0.1619504,0.097945494,-0.211935426,C7 acid,392,546,1885.90604,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",603,680,NA,C13H26BNO6Si,limonox_S_blob_725,560,653,1893,0.505066407,0.150347443,NA,0.553162442,0.264833499,0.610479667,0.438863325,0.328347869,0.202247498,0.802442982,0.767850464,0.214574068,NA,0.889602909,0.690413243,0,0.863669166,NYC,,,
1213_2145_blob_1258,0.000129043,0.009459423,0.032185843,0.82281074,0.002988364,0.374728516,-0.011282599,0.408583121,0.65681363,-0.302358431,-0.062868699,0.258978232,-0.059296345,C7 acid,470,544,1659.756098,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",649,659,NA,C13H26BNO6Si,apin_ox_L_blob_551,647,689,1667,0.348470816,0.166614504,NA,-0.071599994,0.221766629,0.775422434,-0.069252083,-0.035942633,-0.199237631,0.682459602,0.618761169,-0.187809449,NA,0.545151274,0.628280099,0.922735481,0.815324114,NYC,,,
1213_2145_blob_1254,0.000247012,0.680582227,0.60632264,0.544148808,0.376967635,0.705126024,-0.103879707,0.063505025,0.275272778,-0.091597109,-0.298813038,0.155733829,-0.297960561,gamma dodecalactone,743,829,1708.536585,1709,10-Methylundecan-4-olide,701,830,1659,C12H22O2,apin_ox_S_blob_677,509,532,1709,0.680160147,0.73199666,NA,0.787174576,0.843911034,0.85482598,0.705601242,0.711616206,0.685461639,0.915078999,0.870517565,0.666127985,NA,0.643772722,0.722557972,0.465680205,0.730292688,NYC,,,
1213_2145_blob_1240,2.15E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllonic acid, TMS",481,509,1982.550336,1985,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",699,732,NA,C13H26BNO6Si,limonox_S_blob_788,568,651,1989,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1213_2145_blob_1233,0.000112437,0.001835961,0.649297794,-0.295644605,0.16413282,-0.032451366,-0.05909376,0.391389599,0.084671908,-0.17865886,-0.012161804,-0.250540506,-0.379482499,C7 acid,479,584,1536.612022,NA,"3-(5-Oxooxolan-2-yl)propanoic acid, TMS derivative",682,691,NA,C10H18O4Si,myrc_ox_L_blob_609,560,575,1543,0.641699379,0.302013629,NA,0.811004573,0.965546004,0.414075333,0.431727475,0.563936266,0.784578846,0.218927927,0.110636903,0.792142464,NA,0.65537764,-0.031261042,-1,-0.451802926,NYC,,,
1213_2145_blob_1229,0.000170428,0.448414915,-0.019564928,0.568217256,0.33907421,0.610221862,-0.414604359,-0.690056401,-0.6165234,0.848682244,0.931270426,0.450187716,0.807176254,C10 diacid (sebacic acid),442,506,1922.147651,1922,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",616,734,NA,C13H26BNO6Si,limonox_S_blob_847,512,563,1925,0.827098048,0.682865355,NA,0.934458701,1,0.937520731,0.556867032,0.589899846,0.66485286,0.846718386,0.834123647,0.870964768,NA,0,0.062824148,0,0.990228408,NYC,,,
1213_2145_blob_1228,2.42E-05,NA,NA,NA,NA,NA,NA,0.225589876,0.330708051,0.126538417,-0.732481114,0.286295833,-0.795659499,"beta-caryophyllinic acid, TMS",570,590,2060.294118,2060,"4-Oxosebacic acid, 2TMS derivative",738,753,NA,C16H32O5Si2,limonox_S_blob_687,489,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1218,1.81E-05,NA,NA,NA,NA,NA,NA,0.538469127,0.90169774,-0.874454744,-0.251753561,-0.618300334,-0.945207378,C7 acid,419,530,1737.804878,NA,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)-4-(methylsulfanyl)but-2-enoate,626,697,NA,C17H36O3SSi2,limonox_S_blob_593,531,581,1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1216,6.17E-05,NA,NA,NA,NA,NA,NA,0.562319284,0.569865964,-0.517584736,-0.433890664,-0.293817213,-0.679317568,"beta-caryophyllinic acid, TMS",494,570,2063.235294,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",623,646,NA,C13H26BNO6Si,apin_ox_S_blob_592,489,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1207,2.34E-05,NA,NA,NA,NA,NA,NA,0.401451797,0.253261407,-0.371180535,-0.815828607,-0.129341775,-0.937524361,C7 acid,467,551,2144.117647,NA,"Trimethylsilyl 3,5-bis(trimethylsilyloxy)-3-methylvalerate",650,691,NA,C15H36O4Si3,apin_ox_S_blob_592,485,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1213_2145_blob_1204,0.000568738,0.688869956,0.453330809,0.334460646,0.229998603,0.621918203,0.190539814,NA,NA,NA,NA,NA,NA,C7 acid,473,637,2044.117647,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",653,674,NA,C13H26BNO6Si,limonox_S_blob_687,439,521,NA,0.374097797,0.551484711,NA,0.150937852,0.200145418,0.613605552,0.586583507,0.546149947,0.524118511,0.634001357,0.654457298,0.323630955,NA,0.962708504,0.655896747,0.706050619,0.860187877,NYC,,,
