Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat2,man_cat2_alternate,man_cat2_certainty,man_cat2_notes,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1221_0832_blob_713,0.004244165,0.551730904,0.461484238,0.428789909,0.411288706,0.627943686,0.078608927,0.212315455,-0.141759672,0.155180649,0.546457565,0.752505647,0.573671575,mannosan,704,721,1700,1706,"2-Deoxypentofuranose, 3TMS derivative",703,727,NA,C14H34O4Si3,350,myrc_ox_L_blob_709,673,694,1709,-0.048921523,0.873236116,NA,0.754693409,0.783428672,0.922488859,0.322379475,0.372998178,0.157230129,0.255457754,0.212008245,0.059641644,0.407547693,NA,0.698398789,0.40817737,0.392250664,BB,,H,,BB,SQ,L,"traces well with BB, MT, and ISOP tracers, but best with BB4  and all PMF correlations are meh"
1221_0832_blob_712,0.000514108,0.291268293,0.209093083,0.48626105,0.480568141,0.6140746,-0.168342933,-0.216019001,0.559157341,0.221619307,0.388024793,0.125767905,0.097070794,MBTCA,510,519,1780.487805,1776,"trans-4-(Hydroxymethyl)cyclohexanecarboxylic acid, O-trimethylsilyl, trimethylsilyl ester",641,650,NA,C14H30O3Si2,302,apin_ox_S_blob_708,599,630,1784,0.399101179,0.119353948,NA,0.127595027,0.390802744,0.245055811,0.267905071,0.29730757,0.045180587,0.294745379,0.530825317,0.516209537,0,NA,0.67459656,0,0.289789686,NYC,,,,,,,
1221_0832_blob_709,0.000213818,0.68873053,0.453655168,0.155781562,0.062989205,0.334696274,-0.144314613,NA,NA,NA,NA,NA,NA,C7 acid,429,511,1758.536585,NA,"Ethanol, 1-(methylenecyclopropyl)-1-(methylene-1-trimethylsilylcyclopropyl)-",666,759,NA,C13H22OSi,222,myrc_ox_L_blob_628,586,619,1764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_707,0.000772848,0.369398179,-0.063934448,0.731585956,0.221035357,0.625944461,-0.061925999,-0.048976057,0.394205773,0.253743499,0.21577437,-0.009098975,-0.055936253,C7 acid,409,446,1601.219512,NA,"Silane, [(1-methoxy-1,3-propanediyl)bis(oxy)]bis[trimethyl-",617,704,NA,C10H26O3Si2,250,limonox_S_blob_730,578,603,1595,-0.346827538,0.139876435,NA,0.301338338,0.781803367,0.25983788,0.579496405,0.612364155,-0.122135191,0.426097273,0.803450825,-0.312290716,0,NA,0,0.63971475,0.094877242,NYC,,,,,,,
1221_0832_blob_706,0.001233848,0.652679471,0.410895693,0.605489288,0.096046463,0.498710705,0.000498442,0.422763037,0.439166609,0.068157581,-0.112824605,-0.075716603,-0.133677589,C7 acid,459,514,1597.802198,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",662,795,NA,C11H26O2Si2,246,myrc_ox_L_blob_597,855,857,1594,0.282760971,0.042526086,NA,0.003100082,-0.11088521,0.433818063,0.540597092,0.686085778,0.439736221,0.930591038,0.562315569,0.428863914,0.668666271,NA,0.557724278,0.763923285,0.731076879,MT,SQ,M,,MT,SQ,M,reasonable corr in MT and SQ tracers but appears in MT ox filter
1221_0832_blob_704,0.001227027,0.733096221,0.469313202,0.605625383,0.345347351,0.714511563,0.116371882,0.756872846,0.183272008,0.059476204,-0.061381658,0.146236191,-0.097100172,C7 acid,433,521,1742.682927,NA,"Cyclopropane, 1-acetyl-2-methylene-1-trimethylsilyl-",613,737,NA,C9H16OSi,168,limonox_S_blob_616,813,829,1741,0.593302885,0.685232035,NA,0.652577703,0.563018309,0.805926156,0.613813005,0.73630423,0.827957254,0.715324235,0.33472605,0.636715634,0.892791247,NA,1,0.71951646,0.811353601,ISOP,SQ,L,should be MT from chamber but isnt corr with anythign,MT,SQ,M,in ox filter and high corr with MT1
1221_0832_blob_701,9.75E-05,0.383614857,0.428844807,0.410521869,-0.242786515,0.297708858,-0.048905871,NA,NA,NA,NA,NA,NA,squalene,640,650,2866.666667,2868,tert-Hexadecanethiol,733,735,NA,C16H34S,258,bcp_ox_L_blob_827,0,660,1761,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1221_0832_blob_698,0.002121258,0.528495415,0.613556334,0.243999887,0.003922541,0.011407009,0.039591064,0.61875463,0.444091002,-0.039197641,-0.207857131,-0.042483205,0.039507455,C7 acid,446,542,1871.14094,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,674,NA,C13H26BNO6Si,331,myrc_ox_L_blob_699,667,776,1866,0.222058266,0.017848468,NA,-0.12248406,-0.178163547,0.369990935,0.60855206,0.679198589,0.471198509,0.751980601,0.331898136,0.398508644,0,NA,0,0.745991677,0.52382732,MT,SQ,L,"very close corr, tossup",MT,,M,"natural, good cor with MT3"
1221_0832_blob_694,0.000586151,0.401964302,0.395559154,0.522213691,0.275488492,0.126826468,-0.515520883,0.58755943,-0.328691883,-0.509778308,-0.148454959,-0.197167959,-0.344912873,C7 acid,412,495,1895.302013,NA,"4,6-Diketooctanoic acid,O,O'- bis(trimethylsilyl)",647,652,NA,C14H28O4Si2,316,limonox_S_blob_725,594,619,1893,0.831599663,0.124778387,NA,0.58383109,0.091161872,0.405155233,0.233526885,0.346797434,0.928808051,0.067139852,-0.194310856,0.782596248,0,NA,0.141413745,0,0.404529152,A,,,,,,,
1221_0832_blob_691,8.69E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,farnesol,449,462,1834.899329,1832,"Ethyl a-D-glucopyranoside, 4TMS derivative",721,789,NA,C20H48O6Si4,496,apin_ox_S_blob_616,540,585,1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_690,0.000180439,0.725975798,0.234990324,0.348530492,0.768161462,0.146481054,0.720006512,0.343453493,-0.233846028,0.030579001,-0.165784235,-0.474903605,-0.263053101,C7 acid,558,596,1853.691275,NA,"Tripropylene glycol monomethyl ether, TMS derivative",701,775,NA,C13H30O4Si,278,limonox_S_blob_823,552,582,1843,0.427226074,-0.122376908,NA,-0.125277332,0.624088141,0.524606157,0.169040282,0.166806429,0.514579376,0.308223448,0.534146256,0.318672506,0,NA,0,0,0.732943453,NYC,,,,,,,
1221_0832_blob_688,0.002361245,0.561156883,0.450943083,0.377168261,0.519610969,0.690921464,0.1175657,0.234629389,-0.040767459,0.037386255,0.206748632,0.49364054,0.263702977,C7 acid,415,505,1796.341463,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",631,651,NA,C13H27Cl3O4Si2,408,myrc_ox_L_blob_801,572,695,1819,-0.122126503,0.670625065,NA,0.792407375,0.56608176,0.877115834,0.322042932,0.356222187,-0.024047274,0.452149921,0.241872049,-0.046722546,0.21047473,NA,0,0.627992844,0.353019834,BB,,M,,BB,SQ,L,"very high corr with BB1 but not great cor with AMS BB, also high corr with SQ2 and SQ5"
1221_0832_blob_687,0.001523967,0.34842995,0.311299842,0.193080799,0.681226329,0.551749697,0.420705212,0.586135838,0.311094157,-0.090297099,-0.306012233,0.07285689,-0.143870013,C7 acid,581,668,1817.449664,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,673,NA,C13H26BNO6Si,331,apin_ox_S_blob_616,671,724,1823,0.183662774,0.505570193,NA,0.590967819,-0.001893838,0.89422489,0.798561542,0.873534034,0.328989708,0.861666877,0.332415011,0.322038111,0.208487096,NA,0.334191311,0.945869965,0.712300048,SQ,BB,L,"very low corr with AMS BB factors; high corr with BB, MT, and SQ but highest with SQ4",BB,,H,AMS BBOA and BB1 corr
1221_0832_blob_686,0.001010553,0.698515002,0.455778211,-0.264814427,-0.21719862,-0.093428037,-0.298040428,NA,NA,NA,NA,NA,NA,C7 acid,410,491,1875.167785,NA,"1,12-Dodecanediol, 2TMS derivative",599,626,NA,C18H42O2Si2,346,limonox_S_blob_804,572,645,1868,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1221_0832_blob_684,0.008602198,0.551384594,0.380770327,0.45744508,0.61133236,0.749615248,0.210089424,0.117187261,-0.22954953,0.114278314,0.589024748,0.815226129,0.596970134,levoglucosan,635,675,1718.292683,1726,"Methyl a-Arabinofuranoside, 3TMS derivative",736,796,NA,C15H36O5Si3,380,myrc_ox_L_blob_709,571,592,1709,-0.118962369,0.924338656,NA,0.907888202,0.876491978,0.916787292,0.23282948,0.258248549,0.018434448,0.123545545,0.159691014,-0.063222109,0.419392268,NA,0.445074005,0.275696831,0.271015711,BB,,H,corr and factor 5,BB,,M,high corr with BB1 but not BBOA PMF
1221_0832_blob_683,0.000842396,0.739837676,0.405476033,-0.056054451,0.230149628,0.264628817,0.159999525,0.690325781,0.47092683,0.181404807,0.105780004,0.384655704,0.037188234,C7 acid,478,518,1790.243902,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",650,701,NA,C15H30O5Si,318,apin_ox_S_blob_590,632,662,1795,0.562952452,0.739066686,NA,0.723753577,0.454015501,0.918508936,0.761696176,0.836446235,0.750210274,0.924812858,0.423977282,0.663550776,-0.043048827,NA,1,0.89577358,0.788268129,NYC,,,,,,,
1221_0832_blob_681,0.001132798,0.851096655,0.432226243,0.340933053,0.163690935,0.462556166,0.052754407,0.783580977,0.126405912,-0.027948734,-0.069280612,0.139581363,-0.055898869,galactosan,513,615,1670.731707,1684,"2-Deoxypentofuranose, 3TMS derivative",707,720,NA,C14H34O4Si3,350,apin_ox_L_blob_551,709,728,1667,0.523690903,0.499029654,NA,0.577804146,0.201192702,0.839964683,0.690570098,0.814679064,0.82732604,0.725743546,0.331419948,0.634152611,0.425687702,NA,0.792664701,0.75106454,0.787416462,ISOP,SQ,L,,,,,
1221_0832_blob_680,0.000718677,0.431923387,0.366109807,0.46602109,-0.018518907,0.184583714,-0.286098228,0.37046198,0.258429844,-0.121131243,-0.175448839,-0.050118146,-0.30001192,C7 acid,503,594,1805.369128,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",629,649,NA,C14H28O4Si2,316,apin_ox_S_blob_637,653,689,1796,0.70628384,0.15902796,NA,0.455698649,0.292199726,0.633650385,0.442042308,0.583622063,0.625982994,0.542776449,0.215666757,0.860886952,0,NA,0.828922598,1,0.694282142,NYC,,,,,,,
1221_0832_blob_678,8.97E-05,NA,NA,NA,NA,NA,NA,0.467907294,0.472983637,-0.101613348,0.130954421,0.204534938,-0.02542776,C7 acid,528,533,1813.422819,NA,"Tripropylene glycol monomethyl ether, TMS derivative",813,819,NA,C13H30O4Si,278,myrc_ox_L_blob_801,538,540,1819,0.467001178,0.462811088,NA,0.586253612,0.532799533,0.755278783,0.565376855,0.723697172,0.675907747,0.828884434,0.588611619,0.544341994,0,NA,-1,0.991781488,0.607488272,NYC,,,,,,,
1221_0832_blob_676,0.000535165,0.499300274,0.316375299,0.354253596,0.774437556,0.489329723,0.356437967,0.442398471,-0.270587315,-0.150337586,0.19795194,0.561511604,0.233578717,C9 Diacid (azelaic acid),431,459,1817.449664,1822,Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,685,786,NA,C9H22O2SSi2,250,limonox_S_blob_633,644,712,NA,0.633029513,0.781938114,NA,0.262004008,1,0.45420884,0.962231796,0.863578996,0.817228156,-0.031741381,-0.878011318,0.743536512,0,NA,1,0,0.622863975,NYC,,,,,,,
1221_0832_blob_674,8.92E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,520,528,1314.771202,NA,"Ethyltriethylene glycol, TBDMS derivative",759,794,1633,C14H32O4Si,292,apin_ox_L_blob_550,651,659,1307,0,-1,NA,0,0,-1,-1,-1,0,-1,1,0,0,NA,0,0,0,NYC,,,,,,,
1221_0832_blob_672,0.001247011,0.453556616,0.40283389,0.349413819,-0.133289111,0.002916689,-0.31217475,0.483546265,0.134716645,-0.172349751,-0.171410751,-0.136371396,-0.277006755,C7 acid,400,451,1665.853659,NA,Tris(trimethylsiloxy)ethylene,676,770,NA,C11H28O3Si3,292,apin_ox_L_blob_551,586,643,1667,0.809667503,-0.071735236,NA,0.004996393,-0.093315835,0.259608674,0.279615622,0.456199893,0.922354301,0.402484857,0.196558281,0.897798971,0.672241794,NA,0.959279212,0.628878642,0.67610492,ISOP,SQ,L,"corr well with ISOP, MT, and SQ",MT,SQ,M,good MT and SQ corr and not a lot of other info
1221_0832_blob_669,7.16E-05,0.73432936,0.326333103,0.227350893,-0.380748029,-0.014569202,-0.526491364,NA,NA,NA,NA,NA,NA,C18,494,604,1816.107383,1830,"2H-Pyran, tetrahydro-2-(12-pentadecynyloxy)-",737,741,NA,C20H36O2,308,bcp_ox_L_blob_653,447,498,1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_664,0.0007696,0.356844403,0.398089996,0.548428453,0.206138749,0.542953976,0.005141902,0.700413026,0.239708876,0.041658579,-0.084299519,-0.020739338,-0.141140843,C7 acid,576,649,1724.390244,NA,"Heptanedioic acid, 3-methyl-, bis(trimethylsilyl) ester",718,746,1653,C14H30O4Si2,318,apin_ox_S_blob_700,629,667,1726,0.255620366,0.205323967,NA,0.246210775,-0.232491615,0.751027946,0.640955266,0.71572692,0.513103717,0.792513544,0.401502207,0.327510091,0.685108468,NA,0.072938328,0.711843536,0.8444994,NYC,,,,,,,
1221_0832_blob_663,0.002589094,0.75975009,0.497477238,0.650954676,0.162868918,0.515231506,-0.040571914,0.323159838,0.444131525,0.014291931,-0.162822038,-0.065064287,-0.158208266,C7 acid,531,589,1698.780488,NA,"5-Trimethylsilyloxy-5-methylhexanoic acid, trimethylsilyl ester",684,739,NA,C13H30O3Si2,290,myrc_ox_L_blob_709,609,637,1709,0.215806619,0.012429203,NA,-0.000886292,-0.103448254,0.406771132,0.51186212,0.631665562,0.361292062,0.944153464,0.463957459,0.392970901,0.474802752,NA,0.532278958,0.742914974,0.650577856,MT,SQ,L,,MT,ISOP,M,"correlates v well with MT1, but best with IEPOX PMF"
1221_0832_blob_662,0.001023086,0.273864306,0.201600641,0.371375915,0.451674687,0.822177109,0.920973959,0.204683403,-0.253906243,0.191513159,0.562830356,0.715137753,0.911375643,C29,813,813,2953.535354,2955,2-Bromotetradecane,832,851,NA,C14H29Br,276,limonox_S_blob_789,0,592,1613,-0.209917581,0.746990534,NA,0.409204631,0.631253902,0.619918837,0.169779758,0.15603651,-0.1262096,0.000192807,-0.011184273,-0.204125727,0.210765526,NA,0.00997677,0.295119903,0.07906663,NYC,,,,,,,
1221_0832_blob_661,0.00241432,0.896297452,0.549438321,0.434000315,0.153107573,0.556019128,-0.010226052,0.493883763,0.452605172,0.102602221,-0.071354323,-0.042309408,-0.107720868,C9 Diacid (azelaic acid),507,521,1824.161074,1822,"Hexylmalonic acid, bis(trimethylsilyl)- ester",677,696,NA,C15H32O4Si2,332,apin_ox_S_blob_616,671,689,1823,0.262623901,0.079700563,NA,0.036459278,-0.067172424,0.471498735,0.605010966,0.731490335,0.429952496,0.941105628,0.443227945,0.399894128,0.668040412,NA,0.336003486,0.814300865,0.708270534,MT,SQ,L,"isop in other season, from corr mt slightly better than sq",ISOP,MT,L,skighly higher corr with one MT tracer but great corr with all ISOP plus very high IEPOX ams cor
1221_0832_blob_657,2.74E-05,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,glyceric acid,579,649,1334.980092,1345,"Propylene glycol, 2TMS derivative",750,777,1007,C9H24O2Si2,220,limonox_S_blob_633,596,609,NA,0,1,NA,-1,-1,-1,1,1,1,-1,-1,1,0,NA,0,1,0,NYC,,,,,,,
1221_0832_blob_656,0.000467398,0.073211715,0.409558205,-0.246682672,0.025290239,-0.158831952,0.382826892,-0.107168713,-0.263045307,0.109684146,0.770515528,0.828648878,0.758582898,C25,792,792,2545.614035,2545,"Tridecane, 1-iodo-",855,865,NA,C13H27I,310,myrc_ox_L_blob_655,0,556,1611,-0.159100943,0.88774467,NA,0.759564539,0.832366853,0.808029403,0.187314438,0.192403456,-0.015261707,-0.042328206,0.336730997,-0.141562386,-0.520772872,NA,0.827005687,0.232938484,0.289921364,NYC,,,,,,,
1221_0832_blob_654,0.000704814,0.822569668,0.597086458,0.000425099,0.108138554,0.066066793,-0.154775923,NA,NA,NA,NA,NA,NA,C7 acid,521,570,1786.585366,NA,"Methyl 2,2-dimethyl-3,6,9,12-tetraoxa-2-silatetradecan-14-oate",734,805,NA,C12H26O6Si,294,myrc_ox_L_blob_727,573,630,1774,0,1,NA,0,0,1,-1,-1,-1,-1,-1,0,0,NA,0,0,1,NYC,,,,,,,
1221_0832_blob_653,0.001566868,0.717805023,0.021889172,0.446068817,0.370442213,0.607791479,-0.139624363,0.620790556,0.051578801,-0.152475995,-0.205266438,-0.184492557,-0.309475056,MBTCA,413,488,1782.926829,1776,"2-Hydroxycyclohexane-1-carboxylic acid, bis(trimethylsilyl) deriv.",659,750,NA,C13H28O3Si2,288,myrc_ox_L_blob_594,624,664,1793,0.818500446,0.148029546,NA,0.425910058,0.21597213,0.638948333,0.284304503,0.501375775,0.825721588,0.353041748,0.167924412,0.879160447,0,NA,0.904268069,0.275528309,0.735575161,SQ,MT,L,,MT,SQ,L,correlates too well with a lot of things but slightly more with MT1 than oterhs and SQ3 up for question
1221_0832_blob_652,0.000539257,0.56928845,0.409640422,0.447732364,0.096457881,0.375490091,-0.215888581,0.06261534,0.168799727,-0.083456603,-0.047036326,-0.021828572,-0.471346713,C7 acid,441,521,1724.390244,NA,"Borneol, pentamethyldisilanyl ether",621,745,NA,C15H32OSi2,284,limonox_S_blob_1120,589,649,1718,0.633763781,0.049874754,NA,0.437104749,0.073274271,0.344527214,0.19571234,0.320281205,0.451392512,0.274572074,0.199761085,0.848463138,0,NA,0.81086052,0,0.218258846,NYC,,,,,,,
1221_0832_blob_649,0.000264435,-0.019122225,0.892382333,-0.447912858,-0.295501663,-0.267933989,-0.429895104,0.65768454,0.067221337,-0.114925739,-0.03042458,-0.074477032,-0.117601803,C7 acid,301,382,1883.221477,NA,Quininic acid (5TMS),731,848,1851,C22H52O6Si5,552,limonox_S_blob_725,424,541,1893,0.545171647,0.251327227,NA,0.138697225,-0.067763669,0.499126011,0.343625717,0.465538691,0.728241015,0.237093112,0.230725822,0.503228751,-0.524720606,NA,0.501880398,0.868318344,0.553417654,NYC,,,,,,,
1221_0832_blob_647,0.000151671,0.413742284,0.467775642,-0.200009517,0.211023137,-0.088625016,-0.209845997,0.428576586,0.507188785,-0.027251146,0.11458458,0.337029553,0.117177426,C7 acid,546,551,1820.134228,NA,"Tripropylene glycol monomethyl ether, TMS derivative",804,814,NA,C13H30O4Si,278,myrc_ox_L_blob_801,544,547,1819,0.500450467,0.550391891,NA,0.784235134,0.765111344,0.867898532,0.569981788,0.673208595,0.700435204,0.788981473,0.605277498,0.559603818,0,NA,-1,0.931095892,0.777530758,NYC,,,,,,,
1221_0832_blob_643,0.002749965,0.764759521,0.340557771,0.524345082,0.318463852,0.601873373,0.02226733,0.30405508,0.382728739,0.00927097,-0.092435209,-0.014727002,-0.135170749,C7 acid,397,499,1809.395973,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",580,599,NA,C15H30O4Si,302,limonox_L_blob_620,842,844,1808,0.116200481,0.114102567,NA,0.192939591,0.111736999,0.442020013,0.531329587,0.634235046,0.289957518,0.923467665,0.448419477,0.28323849,0.669861373,NA,0.302086986,0.719330667,0.586861006,MT,,H,,MT,,H,correlates with MT 1 and found in chamber exp
1221_0832_blob_642,0.003763296,0.835417047,0.457330136,0.568655513,0.216426053,0.580341724,-0.03688575,0.526904928,0.396349365,0.092315978,-0.104234864,-0.089851527,-0.151998223,C7 acid,438,523,1813.422819,NA,"Diethylmalonic acid, 2TMS derivative",687,729,NA,C13H28O4Si2,304,apin_ox_L_blob_540,747,749,1816,0.443238407,0.032050973,NA,0.00270809,-0.158777111,0.413190109,0.425728617,0.580898508,0.560404688,0.812457358,0.34384911,0.582810577,0.623180023,NA,0.788373306,0.753511921,0.754727606,MT,SQ,L,,MT,ISOP,L,correlates best with MT1 tracer and possibly found in apin ox filter but far better correlated with IEPOX SOA 
1221_0832_blob_641,0.002506918,0.911593298,0.525136329,0.47178743,0.282562967,0.639450472,0.073332188,0.46730862,0.349889133,-0.003649362,-0.110465206,-0.043010185,-0.115440722,C7 acid,391,461,1963.758389,NA,"Undecanoic acid, bromomethyldimethylsilyl ester",570,588,NA,C14H29BrO2Si,336,limonox_L_blob_546,855,856,1963,0.176959088,0.097069785,NA,0.106628223,-0.006279882,0.476765156,0.587992939,0.704108536,0.41337721,0.927552056,0.387753432,0.333635385,0.717309367,NA,0.385031099,0.804959746,0.672352292,MT,SQ,M,,MT,ISOP,L,"in MT ox filter and high corr with MT1, but super high corr with IEPOX"
1221_0832_blob_638,0.001414832,0.787863525,0.620298492,0.195045164,0.014462691,0.260855142,-0.091875895,0.738387332,0.204300466,-0.025824298,-0.123404076,-0.037291193,-0.108391773,Humulene,679,680,1487.912088,1490,"Erythrono-1,4-lactone, (Z)-, 2TMS derivative",699,704,NA,C10H22O4Si2,262,myrc_ox_L_blob_564,689,708,1497,0.482338571,0.094375142,NA,-0.002705438,-0.120610996,0.491707678,0.638688721,0.777759004,0.804469205,0.743033405,0.324673415,0.575618409,0.535883435,NA,0.651652508,0.605560724,0.767870109,ISOP,,H,,ISOP,,H,IEPOX plus high ISOP cor
1221_0832_blob_636,0.001307364,0.676653501,0.353774391,0.476262681,0.123124215,0.658825225,-0.075262922,0.293580759,0.252925735,0.473140365,0.590673912,0.463130148,0.490089525,C7 acid,428,528,1824.161074,NA,"Disiloxanamine, 1,1,3,3,3-pentamethyl-N-(trimethylsilyl)-",656,692,NA,C8H25NOSi3,235,apin_ox_S_blob_616,540,561,1823,0.229894468,0.539901454,NA,0.178299461,0.308817258,0.673559484,0.367468638,0.437815105,0.2429837,0.296424069,0.396696757,0.216511488,0.487026476,NA,0.599641909,0.690757402,0.659363389,SQ,MT,L,doesnít track well with anything,MT,,M,good MT1 corr and not great corr with anything else
1221_0832_blob_630,0.001189567,0.455075608,0.635454953,0.126501838,-0.206291269,-0.113870648,-0.356964374,0.407975448,0.248423543,0.011006457,-0.138297581,-0.139670754,-0.266178363,threitol,504,605,1508.791209,1521,"Malic acid, 3TMS derivative",787,790,NA,C13H30O5Si3,350,myrc_ox_L_blob_570,850,850,1507,0.784513525,-0.064535283,NA,-0.004409134,-0.141414071,0.289502554,0.243864232,0.468648029,0.807778983,0.492945807,0.264353731,0.866297368,0.411633941,NA,0.88846891,0.510796082,0.801342985,MT,SQ,L,in mt ox ,,,,
1221_0832_blob_618,0.00182671,0.559343624,0.227938079,0.406094496,-0.034720118,0.152620041,-0.438229101,0.631969003,-0.055272872,-0.344266754,-0.232045094,-0.197391033,-0.35768319,C7 acid,476,578,1879.194631,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",668,715,NA,C14H31BO6Si2,362,limonox_S_blob_649,575,619,1868,0.817180801,0.115698927,NA,0.367242412,0.080264945,0.706477005,0.54160409,0.70187819,0.876112851,0.445701344,0.296782596,0.86199618,0,NA,0.831884563,0.801188321,0.703047308,ISOP,MT,L,,MT,ISOP,L,"excellent cor with MT3, SQ2, and ISOP tracers generally and high IEPOX but SQ deemed unreliable and MT tracer top after that"
1221_0832_blob_608,0.003004838,0.586071757,0.300926766,0.567178691,0.198917046,0.476049815,-0.181161457,0.417891549,0.459435884,-0.00074929,-0.156541235,-0.072629515,-0.17662379,C7 acid,505,541,1753.658537,NA,"Propane, 2-methyl-1,2-bis(trimethylsiloxy)-",748,861,NA,C10H26O2Si2,234,apin_ox_L_blob_529,674,741,1770,0.257153179,0.141972747,NA,0.329199787,-0.012531206,0.619787305,0.513921939,0.673617359,0.416351437,0.896941263,0.481712667,0.433192578,0.356908138,NA,0.516423435,0.912443528,0.65283097,SQ,MT,M,only from tracer corrs\,MT,BB,L,"high corr with BB5 but terrible corr with PMF5 and BB1, looks more IEPOX"
1221_0832_blob_583,0.001453351,0.386015517,0.522144635,0.120546829,0.310174613,0.220518702,-0.204031953,0.453254202,0.088145422,-0.136479342,-0.144711304,-0.300162678,-0.452305966,C7 acid,451,531,1856.375839,NA,"Hexylmalonic acid, bis(trimethylsilyl)- ester",667,702,NA,C15H32O4Si2,332,limonox_S_blob_823,603,669,1843,0.886710109,-0.070477644,NA,0.089445178,-0.071416629,0.53245703,0.255810752,0.463754531,0.891454185,0.284636551,0.202737124,0.925751659,0,NA,0.917565614,1,0.711812558,MT,SQ,M,,MT,SQ,L,corr well with BB4 and others but seems more biogenic and has high SQ and MT corr
1221_0832_blob_581,0.002823701,0.368930066,0.425494417,0.337035363,0.058182462,0.178831001,-0.226617549,0.418237018,0.320345447,0.03196967,-0.103695048,-0.077904538,-0.189383779,C7 acid,448,469,1748.780488,NA,"4-Oxoheptanedioic acid, 2TMS derivative",709,882,1728,C13H26O5Si2,318,myrc_ox_L_blob_670,628,633,1741,0.631605484,0.046832391,NA,0.124156799,-0.08781109,0.439461458,0.350964542,0.552210322,0.666261759,0.675409355,0.345546268,0.757088554,0.321748987,NA,0.804400124,0.762011035,0.779614511,SQ,MT,L,all from corr and looks decent with both,SQ,MT,L,some kind of terpene even though cors with BB5
