"","Compound.Name","assigned_cluster_1","anthro_influenced_1","influence_type_1","notes_1","assigned_cluster_2","anthro_influenced_2","influence_type_2","notes_2","ES_Comp_Name","Tracer_key","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","cumsum_ISrawnorm","vol_frac_1","vol_frac_2"
"538","1206_0924_blob_514",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"13-Retinoic acid, (Z)-, TMS derivative",667,"limonox_S_blob_687",367,6.68903250889832e-05,0.10139608802959,0.525616925600794
"539","1206_0924_blob_50",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-{3-tert-Butyl-5-methyl-2-[(trimethylsilyl)oxy]phenyl}-5-chloro-2H-benzotriazole",582,"limonox_L_blob_543",350,0.00157864190404521,NA,0.525616925600794
"540","1206_0924_blob_494",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Cephalotaxine, 11-(acetyloxy)-, acetate (ester), (11a)-",614,"limonox_L_blob_543",318,3.54265509067882e-05,NA,0.525616925600794
"541","1206_0924_blob_493",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"4'-Apo-ﬂ,.psi.-carotenoic acid",676,"limonox_S_blob_687",396,0.000122763509483781,0.10139608802959,0.525616925600794
"542","1206_0924_blob_489",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Methyl-2(p-methoxy)mandelate, bis(trimethylsilyl)-",661,"limonox_S_blob_725",421,5.81996773681837e-05,NA,0.525616925600794
"543","1206_0924_blob_487",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Methyl-3,5-dinitrobenzyl alcohol, TBDMS derivative",655,"limonox_S_blob_649",441,0.00011625401145137,NA,0.525616925600794
"544","1206_0924_blob_483",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Naphtho[2,3-c]furan-1(3H)-one, 4-(3,4-dimethoxyphenyl)-3a,4,9,9a-tetrahydro-6,7-dimethoxy-, [3aR-(3aa,4a,9aa)]-",604,"limonox_L_blob_543",294,0.000165727948189629,NA,0.525616925600794
"545","1206_0924_blob_479",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"1-Cyclopentene-1-propanoic acid, 2-[3,7-bis[(trimethylsilyl)oxy]-1-octenyl]-5-oxo-, methyl ester",621,"myrc_ox_L_blob_767",0,3.28847007719124e-05,NA,0.525616925600794
"546","1206_0924_blob_476",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Nordazepam, TMS derivative",606,"apin_ox_S_blob_595",207,2.3767606074838e-05,NA,0.525616925600794
"547","1206_0924_blob_471",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Perhydro-3-(alpha-methoxy-4,5-methylenedioxy-2-nitrobenzylidene)-2-oxofuran",628,"limonox_S_blob_687",339,0.000270690992578122,NA,0.525616925600794
"548","1206_0924_blob_47",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Tricyclo[5.4.3.0(1,8)]tetradecan-3-ol-9-one, 4-ethenyl-6-(2-hydroxyacetoxy)-2,4,7,14-tetramethyl-",670,"bcp_ox_L_blob_702",0,0.00231159934924631,0.10139608802959,0.525616925600794
"549","1206_0924_blob_467",7,FALSE,NA,"total myserty",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"(1S,3R,7S,8S,8aR)-8-{2-[(2R)-6-oxoox-4-en-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalene-1-yl (2S)-2-methylbutanoate",560,"limonox_S_blob_687",388,7.21074346751486e-05,0.057495434307447,0.525616925600794
"550","1206_0924_blob_465",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Methyl-3,5-dinitrobenzyl alcohol, TBDMS derivative",643,"limonox_S_blob_687",285,2.63030550499861e-05,NA,0.525616925600794
"551","1206_0924_blob_458",5,FALSE,NA,"IEPOX and LOOOA",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Coniferyl aldehyde, TMS derivative",864,"bcp_ox_L_blob_650",420,0.000121692688409096,0.020926692898477,0.525616925600794
"552","1206_0924_blob_456",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Acetic acid, [4-methoxy-3-(trimethylsiloxy)phenyl]-, methyl ester",617,"limonox_S_blob_687",330,6.32815929111464e-05,NA,0.525616925600794
"553","1206_0924_blob_455",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"N-Trifluoroacetyl-3-methoxytyramine, TMS derivative",576,"bcp_ox_L_blob_6",268,4.05278668295713e-05,NA,0.525616925600794
"554","1206_0924_blob_451",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5,6-Epoxyretinoic acid, (All E)-, TMS derivative",668,"limonox_S_blob_687",341,3.25778319244705e-05,NA,0.525616925600794
"555","1206_0924_blob_448",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Umbelliferone, TMS derivative",769,"bcp_ox_L_blob_527",364,0.000249554937994924,NA,0.525616925600794
"556","1206_0924_blob_431",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2,3,3',4'-tetramethoxy-5-(3-methoxyprop-1-enly)stilbene",619,"limonox_L_blob_543",413,3.16933260662399e-05,NA,0.525616925600794
"557","1206_0924_blob_43",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Anthracene, 1,8-bis[(trimethylsilyl)ethynyl]-",633,"limonox_L_blob_543",405,0.00165165154398794,NA,0.525616925600794
"558","1206_0924_blob_429",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Propanoic acid, 2-methyl-, (dodecahydro-6a-hydroxy-9a-methyl-3-methylene-2,9-dioxoazuleno[4,5-b]furan-6-yl)methyl ester, [3aS-(3aa,6ﬂ,6aa,9aﬂ,9ba)]-",670,"limonox_S_blob_687",392,3.88614809605642e-05,0.10139608802959,0.525616925600794
"559","1206_0924_blob_427",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"4-Methoxy-N'-(3-pyridinylmethylene)benzohydrazide, TMS derivative",602,"limonox_S_blob_1039",399,3.36720447802913e-05,NA,0.525616925600794
"560","1206_0924_blob_424",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"7-(Trimethylsilyl)amino-4-methylcoumarin",614,"limonox_S_blob_687",341,0.000352883444270561,NA,0.525616925600794
"561","1206_0924_blob_418",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Pyrazine, 2,3,5-tris-(trimethylsilyloxy)-",708,"limonox_S_blob_633",296,1.87433454182119e-05,NA,0.525616925600794
"562","1206_0924_blob_416",6,TRUE,"BB",NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Trimethylsilyl 22-(trimethylsilyloxy)docosanoate",673,"apin_ox_S_blob_751",430,0.000330778823108985,0.0231549757315948,0.525616925600794
"563","1206_0924_blob_410",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Methyl-2(p-methoxy)mandelate, bis(trimethylsilyl)-",694,"limonox_S_blob_633",320,4.63764919287642e-05,NA,0.525616925600794
"564","1206_0924_blob_407",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"N-[2-Nitro-4-(pentafluorophenoxy)phenyl]acetamide, TMS derivative",621,"limonox_L_blob_589",0,4.00227180629865e-05,NA,0.525616925600794
"565","1206_0924_blob_396",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Epistephamiersine",678,"bcp_ox_L_blob_758",226,0.000291329558814166,NA,0.525616925600794
"566","1206_0924_blob_394",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3-Vanil-1,2-bis(trimethylsilyloxy)propane",553,"limonox_S_blob_701",337,3.18599718407084e-05,NA,0.525616925600794
"567","1206_0924_blob_390",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2,3,3',4'-tetramethoxy-5-(3-methoxyprop-1-enly)stilbene",626,"limonox_S_blob_701",398,3.35967601398475e-05,NA,0.525616925600794
"568","1206_0924_blob_389",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5,5,6-Trimethyl-2-phenylethynyl-bicyclo[2.2.1]heptan-2-ol",565,"limonox_S_blob_687",421,9.48696087150854e-05,NA,0.525616925600794
"569","1206_0924_blob_386",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-[(Trimethylsilyl)oxy]-2-{4-[(trimethylsilyl)oxy]phenyl}ethanamine",686,"limonox_S_blob_905",342,0.000113873626779005,NA,0.525616925600794
"570","1206_0924_blob_384",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3-Ethylpentan-3-ol, trimethylsilyl ether",627,"myrc_ox_L_blob_630",531,6.05942127882522e-05,NA,0.525616925600794
"571","1206_0924_blob_382",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Ferrocene, 1,1'-bis(trimethylsilyl)-",595,"myrc_ox_L_blob_723",0,3.51819367170677e-05,NA,0.525616925600794
"572","1206_0924_blob_374",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"(S)-(-)-1,1'-Bi-2-naphthol, trimethylsilyl ether",713,"limonox_S_blob_687",291,3.45447845246159e-05,NA,0.525616925600794
"573","1206_0924_blob_372",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Ethisterone, trimethylsilyl ether, O-methyloxime",619,"limonox_L_blob_543",353,0.000103038852939485,NA,0.525616925600794
"574","1206_0924_blob_371",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"({3,4,5-Tris[(trimethylsilyl)oxy]phenyl}methylidene)propanedinitrile",695,"limonox_S_blob_687",320,1.79763554513993e-05,NA,0.525616925600794
"575","1206_0924_blob_369",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Cobalt, trimethylsilylcyclopentadienyl-(N,N,N'-trimethyl)-o-phenylenediamine-N'-o-",557,"apin_ox_S_blob_751",295,2.34697277821591e-05,NA,0.525616925600794
"576","1206_0924_blob_357",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5-(2,5-Dimethoxy-phenyl)-1-methyl-5,11-dihydro-1H-indeno[2',1':5,6]pyrido[2,3-d]pyrimidine-2,4,6-trione",610,"limonox_L_blob_543",305,0.000135831914085837,NA,0.525616925600794
"577","1206_0924_blob_348",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,4,5-Trimethoxybenzoic acid, TMS derivative",731,"limonox_S_blob_823",515,9.30149650986339e-05,0.10139608802959,0.525616925600794
"578","1206_0924_blob_347",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"N-Trifluoroacetyl-3-methoxytyramine, 2TMS derivative",680,"limonox_S_blob_687",294,4.75554974105008e-05,NA,0.525616925600794
"579","1206_0924_blob_346",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-(7-Hydroxymethyl-3,11-dimethyl-dodeca-2,6,10-trienyl)-[1,4]benzoquinone",683,"bcp_ox_L_blob_890",0,5.72047121938439e-05,NA,0.525616925600794
"580","1206_0924_blob_344",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",557,"bcp_ox_L_blob_62",536,6.54910108692207e-05,NA,0.525616925600794
"581","1206_0924_blob_342",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,4-Dihydroxyphenylacetic acid ethyl ester bis(trimethylsilyl)-",628,"limonox_S_blob_659",411,3.5300164740245e-05,NA,0.525616925600794
"582","1206_0924_blob_341",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Sethoxydim, trimethylsilyl ether",602,"apin_ox_S_blob_592",257,0.000300747646100216,NA,0.525616925600794
"583","1206_0924_blob_329",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"4,4'-Biphenyldiol, 2TMS derivative",785,"limonox_S_blob_687",317,4.64445667453102e-05,NA,0.525616925600794
"584","1206_0924_blob_323",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2,4-Imidazolidinedione, 5-[3,4-bis[(trimethylsilyl)oxy]phenyl]-3-methyl-5-phenyl-1-(trimethylsilyl)-",546,"limonox_S_blob_633",423,4.18373862023836e-05,NA,0.525616925600794
"585","1206_0924_blob_315",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,3'-Dimethylnaphthidine",601,"limonox_S_blob_905",0,7.76566571116109e-05,NA,0.525616925600794
"586","1206_0924_blob_300",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"12-Oleanen-3-yl acetate, (3a)-",792,"limonox_S_blob_633",314,0.000385357742754619,0.10139608802959,0.525616925600794
"587","1206_0924_blob_292",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Methyl-3-[(trimethylsilyl)oxy]-5-{[(trimethylsilyl)oxy]methyl}pyridine-4-carbaldehyde",629,"limonox_S_blob_725",429,7.84564362764431e-05,NA,0.525616925600794
"588","1206_0924_blob_291",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Demethylthiocolchicine formate",579,"limonox_L_blob_543",393,7.06230241535049e-05,NA,0.525616925600794
"589","1206_0924_blob_287",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"a-Lumicolchicine",631,"limonox_L_blob_543",285,8.02880391227546e-05,NA,0.525616925600794
"590","1206_0924_blob_286",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2,6-Pyridinedicarboxylic acid, 2TMS derivative",593,"limonox_S_blob_659",471,7.64795566678112e-05,NA,0.525616925600794
"591","1206_0924_blob_283",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,4-Methylenedioxymandelic acid, 2TMS derivative",762,"limonox_S_blob_687",281,0.000127958533095331,NA,0.525616925600794
"592","1206_0924_blob_282",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Cyano-N,N-diethyl-3-{3-nitro-4,5-bis[(trimethylsilyl)oxy]phenyl}prop-2-enamide",584,"apin_ox_S_blob_751",238,9.16952359177912e-05,NA,0.525616925600794
"593","1206_0924_blob_281",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2H,8H-Benzo[1,2-b:5,4-b']dipyran-2-one, 5-methoxy-8,8-dimethyl-10-(3-methyl-2-butenyl)-",706,"limonox_S_blob_659",397,0.000123141889807781,NA,0.525616925600794
"594","1206_0924_blob_274",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3-Acetyl-3a,8b-dihydroxy-2-methylindeno[1,2-b]furan-4-one, (Z)-, 2TMS derivative",593,"limonox_S_blob_905",371,2.60512585890427e-05,NA,0.525616925600794
"595","1206_0924_blob_271",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"1,3,5-Cycloheptatriene, 7,7-dimethyl-2,4-bis(trimethylsilylmethyl)-",589,"limonox_S_blob_1216",408,0.000278327055415688,NA,0.525616925600794
"596","1206_0924_blob_265",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"a-Lumicolchine, N-deacetyl-N-methyl-",622,"limonox_L_blob_543",379,0.000232516925745669,NA,0.525616925600794
"597","1206_0924_blob_254",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"10-Porphinone, 2,3,7,8,9,10,17,18,21,23-decahydro-3,3,8,8,9,12,13,18,18-nonamethyl-",589,"limonox_L_blob_543",333,0.000248601961152172,NA,0.525616925600794
"598","1206_0924_blob_250",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,4-Methylenedioxymandelic acid, 2TMS derivative",726,"limonox_S_blob_687",286,0.000334582193002753,NA,0.525616925600794
"599","1206_0924_blob_249",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"(3-Hydroxy-4-methoxyphenyl)ethylene glycol tris(trimethylsilyl) ether",728,"limonox_S_blob_701",300,7.39634681715569e-05,NA,0.525616925600794
"600","1206_0924_blob_240",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5-hydroxy-7-methoxyflavanone, tert.-butyldimethylsilyl ether",742,"limonox_S_blob_757",324,4.94057685024611e-05,NA,0.525616925600794
"601","1206_0924_blob_238",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"4-(2,2-Dimethyl-6-methylenecyclohexylidene)-3-methylbutan-2-one",725,"bcp_ox_L_blob_702",0,0.000373193884340469,NA,0.525616925600794
"602","1206_0924_blob_237",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Hydroxymandelic acid, ethyl ester, di-TMS",680,"limonox_S_blob_701",321,0.000132554088424787,NA,0.525616925600794
"603","1206_0924_blob_234",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"1,2,6a,6b,9,9,12a-Heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,12,12a,12b,13,14b-octahydropicene-4a-carboxylic acid, methyl ester",791,"limonox_S_blob_687",344,0.000152274132708562,0.10139608802959,0.525616925600794
"604","1206_0924_blob_233",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",608,"limonox_L_blob_591",448,0.000190345245901346,NA,0.525616925600794
"605","1206_0924_blob_229",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5-hydroxy-7-methoxyflavanone, tert.-butyldimethylsilyl ether",754,"limonox_S_blob_706",343,3.95463817245677e-05,NA,0.525616925600794
"606","1206_0924_blob_227",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,4-Dihydroxyphenylglycol, 4TMS derivative",862,"limonox_L_blob_543",367,5.59090949243352e-05,NA,0.525616925600794
"607","1206_0924_blob_226",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",635,"myrc_ox_L_blob_627",625,0.0003116834020119,NA,0.525616925600794
"608","1206_0924_blob_215",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(3-hydroxy-4,5-dimethoxyphenyl)-6,8-dimethoxy-",658,"limonox_S_blob_687",366,6.28614751270128e-05,NA,0.525616925600794
"609","1206_0924_blob_214",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3-Vanil-1,2-bis(trimethylsilyloxy)propane",749,"apin_ox_S_blob_592",481,6.9989811870126e-05,NA,0.525616925600794
"610","1206_0924_blob_211",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Lup-20(29)-en-3-ol, acetate, (3ﬂ)-",796,"limonox_S_blob_687",332,0.00079428961822315,0.10139608802959,0.525616925600794
"611","1206_0924_blob_203",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,4-Dihydroxyphenylglycol, 4TMS derivative",835,"limonox_L_blob_543",314,3.68767608769455e-05,NA,0.525616925600794
"612","1206_0924_blob_185",9,FALSE,NA,"some amd HC and BB but none strong",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Eugenol, TMS derivative",748,"bcp_ox_L_blob_527",415,7.48347755662812e-05,0.348714464682746,0.525616925600794
"613","1206_0924_blob_184",9,FALSE,NA,"some amd HC and BB but none strong",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Oxooctanoic acid, TMS derivative",684,"myrc_ox_L_blob_592",654,0.000441433724395175,0.348714464682746,0.525616925600794
"614","1206_0924_blob_182",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,4-Dihydroxyphenylacetic Acid, 3TMS derivative",614,"bcp_ox_L_blob_62",390,2.70674154650663e-05,NA,0.525616925600794
"615","1206_0924_blob_1747",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"9-Phenyl-10-trifluoromethylanthracene",509,"limonox_L_blob_543",301,2.63039393806516e-05,NA,0.525616925600794
"616","1206_0924_blob_171",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Phosphonoacetic Acid, 3TMS derivative",573,"limonox_S_blob_791",309,0.000126135240999306,NA,0.525616925600794
"617","1206_0924_blob_167",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Dibenz[b,d]cycloheptane, 1,2,3,9-tetramethoxy-7-dimethylamino-",636,"limonox_S_blob_701",263,0.000138452121728536,NA,0.525616925600794
"618","1206_0924_blob_162",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"3,4-Dimethoxymandelic acid, di-TMS",745,"apin_ox_S_blob_592",251,0.000224927454558555,NA,0.525616925600794
"619","1206_0924_blob_1594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benzo[a]pyrene",528,"limonox_L_blob_543",283,NA,NA,NA
"620","1206_0924_blob_154",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Methyl vanillactate bis(trimethylsilyl) ether",721,"bcp_ox_L_blob_606",418,0.000284859153946093,NA,0.525616925600794
"621","1206_0924_blob_1477",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"4H-Cyclopropa[5',6']benz[1',2':7,8]azuleno[5,6-b]oxiren-4-one, 8,8a-bis(acetyloxy)-2a-[(acetyloxy)methyl]-1,1a,1b,1c,2a,3,3a,6a,6b,7,8,8a-dodecahydro-6b-hydroxy-3a-methoxy-1,1,5,7-tetramethyl-, [1aR-(1aa,1bﬂ,1ca,2aa,3aa,6aa,6ba,7a,8ﬂ,8aa)]-",600,"limonox_L_blob_543",283,2.36305516121785e-05,NA,0.525616925600794
"622","1206_0924_blob_1442",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"ﬂ-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",604,"limonox_S_blob_701",342,1.87791134811811e-05,NA,0.525616925600794
"623","1206_0924_blob_143",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5-Androsten-3ﬂ-ol-7,17-dione, tri-trimethylsilyl",709,"limonox_S_blob_701",284,0.000157322525136403,NA,0.525616925600794
"624","1206_0924_blob_137",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",800,"bcp_ox_L_blob_813",279,6.27949949716385e-05,NA,0.525616925600794
"625","1206_0924_blob_1311",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Milbemycin b, 5-O-demethyl-28-deoxy-6,28-epoxy-25-(1-methylethyl)-13-(methylthio)-, (6R,13R,25R)-",544,"limonox_S_blob_687",365,5.56612771876186e-05,NA,0.525616925600794
"626","1206_0924_blob_1224",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Di(pentamethylphenyl)ketone",632,"limonox_S_blob_687",348,4.67352191399208e-05,NA,0.525616925600794
"627","1206_0924_blob_119",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"7-Chloro-2,3-dimorpholinophenazine",626,"limonox_L_blob_543",321,0.000436187341898377,NA,0.525616925600794
"628","1206_0924_blob_117",NA,NA,NA,NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5-Amino-4-(3,4-dimethoxyphenyl)-2-methyl-6-(2-quinolyl)-3-pyridinemethanol",611,"limonox_L_blob_543",397,0.000482510223074995,NA,0.525616925600794
